"","Line","UWC","Region","State","Segment","FirstQuoteYear","FirstEffYear","mnln_cd","coast_ind","earlyshop_mth_bkt","SPRNKL_IND_bkt","SUM_BLD_SQFTAGE_bkt","LOC_BLD_AGE_bkt","bld_ind"
"24588","CMP","ATLANTA","SOUTHERN","GA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"24589","CMP","BRAINTREE","NORTHEAST","MA","STORE","2017","2017","MULTI","N","c.2","a.Y","b.<1800","d.<70","0"
"24590","CMP","DALLAS","SOUTH CENTRAL","TX","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","1"
"24591","CMP","HUNT VALLEY","MID-ATLANTIC","PA","STORE","2017","2017","MPAC","N","f.others","b.N","b.<1800","e.70+","0"
"24592","CMP","ATLANTA","SOUTHERN","GA","STORE","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<15","1"
"24594","CMP","BRAINTREE","NORTHEAST","ME","OFFICE","2017","2017","MPAC","Y","d.3","b.N","d.<11300","c.<40","1"
"24599","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","Y","b.1","b.N","c.<4250","d.<70","1"
"24600","CMP","HARTFORD","NORTHEAST","NY","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"24601","CMP","ATLANTA","SOUTHERN","GA","CONDOMINIUMS","2016","2016","MPAC","N","a.0","a.Y","e.11300+","e.70+","1"
"24602","CMP","DENVER","WESTERN","CO","RESTAURANTS","2016","2016","MULTI","N","c.2","a.Y","b.<1800","d.<70","0"
"24603","CMP","HUNT VALLEY","MID-ATLANTIC","PA","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"24604","CMP","DALLAS","SOUTH CENTRAL","TX","OFFICE","2017","2017","MPAC","N","c.2","b.N","b.<1800","b.<15","0"
"24606","CMP","DIAMOND BAR","CALIFORNIA","CA","BUILDING","2016","2016","MULTI","N","a.0","b.N","c.<4250","d.<70","1"
"24608","CMP","BRAINTREE","NORTHEAST","MA","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"24609","CMP","NAPERVILLE","CENTRAL","IL","CONDOMINIUMS","2017","2017","MPAC","N","b.1","b.N","c.<4250","b.<15","1"
"24610","CMP","DALLAS","SOUTH CENTRAL","TX","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"24611","CMP","HARTFORD","NORTHEAST","NY","STORE","2017","2017","MPAC","N","b.1","a.Y","b.<1800","b.<15","0"
"24613","CMP","ATLANTA","SOUTHERN","AL","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"24614","CMP","CHARLOTTE","SOUTHERN","SC","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","c.<4250","c.<40","1"
"24615","CMP","DENVER","WESTERN","CO","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","d.<70","0"
"24616","CMP","DENVER","WESTERN","WY","BUILDING","2017","2017","MPAC","N","b.1","b.N","c.<4250","b.<15","1"
"24617","CMP","ATLANTA","SOUTHERN","GA","STORE","2016","2016","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"24618","CMP","HARTFORD","NORTHEAST","NY","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"24619","CMP","METRO","NORTHEAST","NY","OFFICE","2017","2017","MPAC","Y","b.1","b.N","b.<1800","d.<70","0"
"24620","CMP","HARTFORD","NORTHEAST","NY","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"24622","CMP","BRAINTREE","NORTHEAST","CA","BUSINESS","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"24624","CMP","NAPERVILLE","CENTRAL","MI","CONDOMINIUMS","2017","2017","MULTI","N","a.0","b.N","e.11300+","c.<40","1"
"24625","CMP","DENVER","WESTERN","CO","STORE","2017","2017","MULTI","N","b.1","a.Y","b.<1800","d.<70","0"
"24626","CMP","DENVER","WESTERN","MT","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"24627","CMP","WALNUT CREEK","CALIFORNIA","CA","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","1"
"24628","CMP","HUNT VALLEY","MID-ATLANTIC","MD","STORE","2016","2016","MPAC","N","c.2","b.N","b.<1800","d.<70","0"
"24629","CMP","HUNT VALLEY","MID-ATLANTIC","PA","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","0"
"24630","CMP","DENVER","WESTERN","CO","BUILDING","2017","2017","MULTI","N","b.1","a.Y","e.11300+","b.<15","1"
"24631","CMP","NAPERVILLE","CENTRAL","WI","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"24632","CMP","DENVER","WESTERN","CA","GARAGE","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"24633","CMP","DALLAS","SOUTH CENTRAL","TX","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"24634","CMP","DALLAS","SOUTH CENTRAL","TX","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"24635","CMP","CHARLOTTE","SOUTHERN","SC","STORE","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"24636","CMP","NAPERVILLE","CENTRAL","IL","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","b.<1800","e.70+","0"
"24637","CMP","HUNT VALLEY","MID-ATLANTIC","PA","STORE","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<25","0"
"24638","CMP","BRAINTREE","NORTHEAST","ME","BUILDING","2017","2017","MULTI","Y","b.1","b.N","c.<4250","b.<15","1"
"24639","CMP","NAPERVILLE","CENTRAL","MI","CONDOMINIUMS","2017","2017","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"24643","CMP","HARTFORD","NORTHEAST","NY","STORE","2017","2017","MULTI","N","b.1","b.N","e.11300+","d.<70","1"
"24644","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","Y","a.0","a.Y","d.<11300","b.<25","1"
"24645","CMP","HUNT VALLEY","MID-ATLANTIC","VA","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"24647","CMP","KANSAS CITY","CENTRAL","IA","BUILDING","2017","2017","MPAC","N","a.0","b.N","c.<4250","d.<70","1"
"24648","CMP","BRAINTREE","NORTHEAST","VT","STORE","2017","2017","MULTI","N","a.0","a.Y","b.<1800","c.<40","0"
"24649","CMP","DENVER","WESTERN","UT","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"24650","CMP","DENVER","WESTERN","CO","STORE","2017","2017","MULTI","N","b.1","a.Y","b.<1800","d.<70","0"
"24651","CMP","ATLANTA","SOUTHERN","GA","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"24652","CMP","DALLAS","SOUTH CENTRAL","TX","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"24653","CMP","NAPERVILLE","CENTRAL","MO","RESTAURANTS","2016","2016","MULTI","N","c.2","a.Y","b.<1800","b.<25","0"
"24655","CMP","HUNT VALLEY","MID-ATLANTIC","OH","APARTMENTS","2017","2017","MULTI","N","b.1","b.N","d.<11300","b.<25","1"
"24656","CMP","DENVER","WESTERN","UT","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"24658","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2017","2017","MPAC","Y","a.0","b.N","b.<1800","b.<25","0"
"24661","CMP","DENVER","WESTERN","AZ","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","d.<70","1"
"24662","CMP","DENVER","WESTERN","WA","RESTAURANTS","2017","2017","MPAC","N","c.2","b.N","b.<1800","e.70+","0"
"24664","CMP","DENVER","WESTERN","WA","OFFICE","2016","2016","MPAC","N","b.1","b.N","b.<1800","e.70+","0"
"24666","CMP","NAPERVILLE","WESTERN","NV","GARAGE","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"24667","CMP","ATLANTA","SOUTHERN","GA","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"24668","CMP","DENVER","WESTERN","MT","TECH OFFICE","2017","2017","MPAC","N","d.3","b.N","b.<1800","b.<15","0"
"24669","CMP","DENVER","WESTERN","CA","OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"24670","CMP","DENVER","WESTERN","NV","OFFICE","2017","2017","MULTI","N","d.3","b.N","b.<1800","c.<40","0"
"24673","CMP","DENVER","WESTERN","MT","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","1"
"24674","CMP","DENVER","WESTERN","AZ","INSTITUTIONAL","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","1"
"24675","CMP","DIAMOND BAR","CALIFORNIA","CA","STORE","2016","2016","MPAC","N","b.1","b.N","d.<11300","d.<70","1"
"24676","CMP","DENVER","WESTERN","UT","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"24677","CMP","ATLANTA","SOUTHERN","AL","BUILDING","2017","2017","MULTI","N","d.3","b.N","e.11300+","b.<15","1"
"24678","CMP","HARTFORD","NORTHEAST","NY","STORE","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"24681","CMP","DENVER","WESTERN","AZ","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"24682","CMP","DENVER","WESTERN","CA","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"24683","CMP","DENVER","WESTERN","WA","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"24684","CMP","ATLANTA","SOUTHERN","AL","STORE","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"24685","CMP","ATLANTA","SOUTHERN","AL","BUILDING","2017","2017","MULTI","N","d.3","b.N","c.<4250","b.<15","1"
"24686","CMP","DIAMOND BAR","CALIFORNIA","CA","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"24687","CMP","DENVER","WESTERN","WA","BUILDING","2017","2017","MPAC","N","b.1","a.Y","c.<4250","b.<25","1"
"24688","CMP","ATLANTA","SOUTHERN","AL","APARTMENTS","2017","2017","MULTI","N","c.2","b.N","d.<11300","b.<25","1"
"24689","CMP","DENVER","WESTERN","CO","GARAGE","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"24691","CMP","BRAINTREE","NORTHEAST","MA","BUILDING","2017","2017","MULTI","Y","b.1","b.N","e.11300+","c.<40","1"
"24696","CMP","NAPERVILLE","CENTRAL","IL","OFFICE","2017","2017","MPAC","N","a.0","b.N","d.<11300","d.<70","1"
"24697","CMP","CHARLOTTE","SOUTHERN","TN","OFFICE","2017","2017","MPAC","N","c.2","b.N","b.<1800","b.<25","0"
"24698","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2017","2017","MULTI","","b.1","b.N","b.<1800","d.<70","0"
"24699","CMP","ATLANTA","SOUTHERN","GA","RESTAURANTS","2017","2017","MPAC","Y","a.0","b.N","b.<1800","c.<40","0"
"24700","CMP","METRO","MID-ATLANTIC","NJ","CONDOMINIUMS","2017","2017","MPAC","N","b.1","b.N","c.<4250","b.<15","1"
"24703","CMP","HARTFORD","NORTHEAST","NY","STORE","2016","2016","MULTI","N","c.2","b.N","b.<1800","c.<40","0"
"24704","CMP","HUNT VALLEY","MID-ATLANTIC","VA","RESTAURANTS","2017","2017","MULTI","N","a.0","a.Y","b.<1800","b.<25","0"
"24705","CMP","DALLAS","SOUTH CENTRAL","TX","STORE","2016","2016","MULTI","N","a.0","a.Y","c.<4250","b.<15","1"
"24707","CMP","HARTFORD","NORTHEAST","NY","BUILDING","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","1"
"24708","CMP","KANSAS CITY","CENTRAL","IA","OFFICE","2017","2017","MULTI","N","a.0","a.Y","c.<4250","b.<15","1"
"24709","CMP","ATLANTA","SOUTHERN","AL","BUILDING","2015","2016","MPAC","N","d.3","b.N","e.11300+","c.<40","1"
"24710","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","N","a.0","a.Y","d.<11300","b.<15","1"
"24711","CMP","NAPERVILLE","CENTRAL","MI","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","d.<70","1"
"24713","CMP","DALLAS","SOUTH CENTRAL","TX","OFFICE","2017","2017","MPAC","Y","b.1","b.N","b.<1800","c.<40","0"
"24714","CMP","DENVER","WESTERN","CO","OFFICE","2017","2017","MPAC","N","c.2","a.Y","b.<1800","b.<25","0"
"24716","CMP","METRO","NORTHEAST","NY","RESTAURANTS","2017","2017","MPAC","N","c.2","b.N","b.<1800","c.<40","0"
"24717","CMP","DALLAS","SOUTH CENTRAL","TX","STORE","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"24722","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2017","2017","MPAC","N","b.1","a.Y","b.<1800","b.<25","0"
"24724","CMP","DENVER","WESTERN","NM","CONTRACTORS","2017","2017","MULTI","N","b.1","b.N","b.<1800","d.<70","1"
"24726","CMP","DALLAS","SOUTH CENTRAL","OK","OFFICE","2017","2017","MULTI","N","d.3","b.N","d.<11300","d.<70","1"
"24728","CMP","DENVER","WESTERN","CO","RESTAURANTS","2016","2016","MPAC","N","b.1","a.Y","b.<1800","c.<40","0"
"24729","CMP","HARTFORD","NORTHEAST","NY","STORE","2017","2017","MULTI","N","a.0","b.N","b.<1800","e.70+","0"
"24731","CMP","ATLANTA","SOUTHERN","GA","STORE","2017","2017","MULTI","N","b.1","b.N","b.<1800","d.<70","0"
"24733","CMP","HARTFORD","NORTHEAST","NY","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"24735","CMP","NAPERVILLE","CENTRAL","IN","BUILDING","2017","2017","MPAC","N","b.1","b.N","c.<4250","b.<25","1"
"24736","CMP","HARTFORD","NORTHEAST","NY","OFFICE","2017","2017","MPAC","N","a.0","b.N","c.<4250","e.70+","1"
"24738","CMP","KANSAS CITY","CENTRAL","MN","OFFICE","2017","2017","MULTI","N","c.2","a.Y","b.<1800","b.<15","0"
"24739","CMP","NAPERVILLE","CENTRAL","WI","CONDOMINIUMS","2016","2016","MPAC","N","b.1","b.N","e.11300+","b.<15","1"
"24740","CMP","ATLANTA","SOUTHERN","MS","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","c.<4250","b.<25","1"
"24741","CMP","CHARLOTTE","SOUTHERN","NC","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","c.<40","1"
"24742","CMP","HUNT VALLEY","MID-ATLANTIC","PA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"24743","CMP","ATLANTA","SOUTHERN","MS","RESTAURANTS","2017","2017","MULTI","N","a.0","a.Y","b.<1800","b.<15","0"
"24744","CMP","DALLAS","SOUTH CENTRAL","TX","OFFICE","2017","2017","MPAC","N","b.1","b.N","d.<11300","c.<40","1"
"24745","CMP","DALLAS","SOUTH CENTRAL","TX","STORE","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
"24747","CMP","BRAINTREE","NORTHEAST","ME","RESTAURANTS","2016","2016","MPAC","Y","d.3","b.N","d.<11300","d.<70","1"
"24751","CMP","HUNT VALLEY","MID-ATLANTIC","MD","RESTAURANTS","2017","2017","MPAC","N","c.2","a.Y","b.<1800","b.<15","0"
"24752","CMP","HUNT VALLEY","MID-ATLANTIC","WV","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","c.<40","1"
"24753","CMP","KANSAS CITY","SOUTH CENTRAL","MO","OFFICE","2017","2017","MULTI","N","c.2","b.N","b.<1800","e.70+","0"
"24755","CMP","HUNT VALLEY","MID-ATLANTIC","PA","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","c.<4250","d.<70","1"
"24756","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"24757","CMP","HUNT VALLEY","MID-ATLANTIC","VA","CONDOMINIUMS","2017","2017","MULTI","N","b.1","a.Y","e.11300+","b.<15","1"
"24758","CMP","NAPERVILLE","CENTRAL","IL","GARAGE","2017","2017","MULTI","N","b.1","b.N","d.<11300","b.<25","1"
"24759","CMP","DENVER","WESTERN","NM","OFFICE","2016","2016","MULTI","N","a.0","b.N","d.<11300","b.<15","1"
"24760","CMP","HUNT VALLEY","MID-ATLANTIC","PA","BUSINESS","2017","2017","MPAC","N","b.1","b.N","c.<4250","e.70+","1"
"24761","CMP","KANSAS CITY","CENTRAL","TX","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"24762","CMP","HUNT VALLEY","MID-ATLANTIC","PA","OFFICE","2017","2017","MULTI","N","c.2","b.N","c.<4250","d.<70","1"
"24763","CMP","DENVER","WESTERN","NM","GARAGE","2017","2017","MPAC","N","a.0","b.N","c.<4250","d.<70","1"
"24764","CMP","HUNT VALLEY","MID-ATLANTIC","VA","CONTRACTORS","2016","2016","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"24765","CMP","METRO","NORTHEAST","NY","BUSINESS","2017","2017","MPAC","Y","b.1","a.Y","b.<1800","b.<15","0"
"24766","CMP","DENVER","WESTERN","AZ","BUILDING","2017","2017","MPAC","Y","b.1","a.Y","d.<11300","b.<25","1"
"24767","CMP","HARTFORD","NORTHEAST","CT","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","0"
"24768","CMP","KANSAS CITY","CENTRAL","IA","OFFICE","2017","2017","MULTI","N","d.3","b.N","b.<1800","d.<70","1"
"24771","CMP","HARTFORD","NORTHEAST","CT","CONDOMINIUMS","2017","2017","MPAC","Y","d.3","b.N","e.11300+","c.<40","1"
"24772","CMP","HUNT VALLEY","MID-ATLANTIC","PA","GARAGE","2016","2016","MULTI","N","c.2","b.N","b.<1800","b.<25","0"
"24773","CMP","DIAMOND BAR","CALIFORNIA","CA","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"24775","CMP","DENVER","WESTERN","CA","GARAGE","2017","2017","MULTI","N","c.2","b.N","d.<11300","d.<70","1"
"24776","CMP","DENVER","WESTERN","CO","RESTAURANTS","2017","2017","MPAC","N","b.1","a.Y","b.<1800","d.<70","0"
"24778","CMP","KANSAS CITY","SOUTH CENTRAL","MO","GARAGE","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"24780","CMP","DENVER","WESTERN","CO","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
"24781","CMP","HARTFORD","NORTHEAST","CT","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"24782","CMP","DENVER","WESTERN","AZ","STORE","2016","2016","MULTI","N","b.1","a.Y","d.<11300","d.<70","1"
"24783","CMP","DENVER","WESTERN","CO","RESTAURANTS","2016","2016","MULTI","N","c.2","b.N","d.<11300","c.<40","1"
"24784","CMP","NAPERVILLE","CENTRAL","IL","STORE","2017","2017","MPAC","N","a.0","b.N","c.<4250","e.70+","1"
"24785","CMP","METRO","MID-ATLANTIC","NJ","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","1"
"24786","CMP","ATLANTA","SOUTHERN","GA","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","c.<40","1"
"24787","CMP","DIAMOND BAR","CALIFORNIA","CA","APARTMENTS","2017","2017","MPAC","N","a.0","b.N","e.11300+","c.<40","1"
"24788","CMP","HUNT VALLEY","MID-ATLANTIC","PA","CONTRACTORS","2017","2017","MPAC","N","c.2","b.N","b.<1800","d.<70","0"
"24789","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUILDING","2017","2017","MULTI","N","d.3","b.N","e.11300+","c.<40","1"
"24790","CMP","KANSAS CITY","SOUTH CENTRAL","MO","GARAGE","2017","2017","MULTI","N","b.1","b.N","d.<11300","c.<40","1"
"24791","CMP","DALLAS","SOUTH CENTRAL","TX","BUSINESS","2017","2017","MPAC","N","b.1","b.N","d.<11300","d.<70","1"
"24792","CMP","WALNUT CREEK","CALIFORNIA","CA","APARTMENTS","2017","2017","MULTI","N","b.1","b.N","e.11300+","d.<70","1"
"24793","CMP","ATLANTA","SOUTHERN","GA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"24794","CMP","DENVER","WESTERN","AZ","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
