"","X","TRV.Price","nbr_comp","count","rrv_rt_fct","tot_bld_annl_rev_amt","fnl_prc_pt_fct","tot_ref_rule_cnt","agt_subm_pol_cnt","terr_pctl_bldgcrime","terr_pctl_bldgfire","terr_pctl_weather","terr_pctl_water","terr_pctl_cntscrime","terr_pctl_cntsfire","terr_pctl_liab","afi_pol_cnt","pri_clm_cnt","prcnt_blg_tiv","prcnt_pol_cmp"
"17325",17327,15315,1,1,1,50000,1.6022,0,0,89,12,67,29,76,11,13,1,0,1,1
"17326",17328,4926,1,2,1.62,20000,1,1,1,83,61,9,50,92,73,99,0,1,0.97208325888869,1
"17327",17329,5007,1,1,1,1e+06,0.8253,1,1,81,54,18,43,64,33,21,0,0,0.43933588761175,1
"17328",17330,3422,1,1,0.81,265302,1,0,1,26,92,16,39,75,59,76,1,0,0,1
"17329",17331,3890,1,1,0.97,1e+06,1,0,1,3,85,77,81,13,91,63,1,0,0.655785953177258,1
"17330",17332,3385,1,1,1.11,180000,1,2,1,35,78,90,32,12,58,24,0,0,1,1
"17331",17333,750,1,1,0.68,35000,1,0,1,36,42,78,64,83,83,95,1,0,0,1
"17332",17334,726,1,1,1,17000,0.9682,0,1,81,98,36,29,68,89,59,1,0,0,1
"17333",17335,2041,2,1,1,201989,0.6149,0,1,35,28,24,35,57,45,84,1,0,0,1
"17334",17336,2041,2,1,1,201989,0.6149,0,1,35,28,24,35,57,45,84,1,0,0,1
"17335",17337,1144,1,3,1.23,250000,1,0,1,35,24,17,61,48,52,45,1,0,0,1
"17337",17339,1445,3,1,1,1e+05,0.5593,1,1,42,54,9,91,97,82,57,0,0,0,1
"17340",17342,2352,1,2,0.68,5e+05,1,0,1,52,97,72,89,86,66,86,1,0,0.774011299435028,1.5
"17341",17343,945,1,1,0.68,10000,1,0,1,50,48,6,49,25,57,25,1,0,0,1
"17343",17345,586,3,1,1,250000,1.3322,0,0,73,22,68,19,78,9,19,1,0,0,1
"17345",17347,4911,3,1,0.97,1e+05,1,0,1,61,46,89,16,75,46,26,1,0,0.941176470588235,1
"17347",17349,4911,3,1,0.97,1e+05,1,0,1,61,46,89,16,75,46,26,1,0,0.941176470588235,1
"17348",17350,4911,3,1,0.97,1e+05,1,0,1,61,46,89,16,75,46,26,1,0,0.941176470588235,1
"17349",17351,500,1,1,1,25000,0.762,0,1,52,69,11,55,60,68,93,1,0,0,1
"17350",17352,2565,1,1,0.83,7e+05,1,0,1,10,56,82,71,17,16,65,1,0,0,1
"17351",17353,959,1,1,1,355000,0.7658,0,1,10,15,90,42,14,29,71,1,0,0,1
"17352",17354,1075,1,1,1,120000,0.6119,0,1,24,89,42,99,15,78,83,1,0,1,1
"17353",17355,461,1,3,1,50000,1.1471,0,1,79,16,62,55,50,38,3,1,0,0,1
"17354",17356,2551,1,1,1,5e+05,0.6529,0,1,50,75,1,99,10,13,54,1,0,0,1
"17355",17357,1070,1,2,1,195000,0.7735,1,1,48,68,78,35,70,51,44,0,0,0,1
"17356",17358,1107,1,1,1,8e+05,0.809,0,1,49,92,56,20,58,54,66,1,0,0,1
"17357",17359,5895,1,2,1.23,1e+05,1,1,1,66,68,15,57,27,60,100,0,0,1,1
"17358",17360,1417,3,1,1.16,150000,1,0,1,96,83,60,66,76,90,49,1,0,0,1
"17361",17363,2671,1,1,1,625000,0.5593,0,1,61,77,23,96,54,62,90,1,0,0.226302344163225,1
"17362",17364,5777,3,1,1.23,480000,1,1,1,77,8,97,7,18,20,17,0,0,0,1
"17365",17367,1040,6,1,1,270000,1.2239,0,0,96,8,80,18,96,87,41,1,0,0,1
"17371",17373,3761,2,1,1.11,750000,1,0,1,81,90,61,38,87,35,35,1,0,0.874391860179015,1
"17373",17375,19142,1,1,0.72,975000,1,0,1,62,11,39,31,59,70,30,1,0,0.994683408612944,1
"17374",17376,1391,1,1,0.97,1e+05,1,0,1,34,69,64,100,43,96,88,1,0,0.936857126620404,1
"17375",17377,3611,1,1,1,1e+05,0.8895,0,1,34,90,36,19,93,85,82,1,0,0.991891109180423,2
"17377",17379,6456,1,1,1,120000,0.9443,0,1,67,66,40,84,65,86,92,1,0,1,1
"17378",17380,2624,1,1,1,3e+05,0.9779,2,1,43,77,12,88,15,60,86,0,0,0,1
"17379",17381,1699,2,2,1.62,36000,1,1,1,27,95,44,82,28,52,97,0,0,1,1.5
"17380",17382,6466,1,1,1,1e+06,0.5402,3,1,66,63,2,99,17,63,79,0,1,0.866666666666667,1
"17381",17383,1705,1,1,0.94,69800,1,0,1,27,88,37,99,15,96,94,1,0,0,1
"17382",17384,2937,1,1,1,110000,0.973,0,1,98,29,59,34,94,35,51,1,1,0.719298245614035,1
"17383",17385,2629,1,1,1,60000,0.762,0,0,47,36,2,82,45,44,60,1,0,0.995951417004049,1
"17384",17386,3408,1,1,1,50000,1.0804,1,1,34,26,19,20,84,16,73,0,0,0.948615707150638,1
"17385",17387,500,1,1,1.06,5e+05,1,2,1,32,85,72,49,55,88,100,0,0,0,1
"17386",17388,2494,1,1,1,350000,0.4962,0,1,55,19,22,91,86,19,66,1,0,0.735964818666726,1
"17387",17389,4718,1,1,1,315000,0.8984,1,1,8,74,73,36,1,77,80,0,0,0,1
"17388",17390,4734,1,1,1,120000,1.1414,0,1,88,8,64,44,100,23,46,1,0,0.890345667009032,1
"17389",17391,3071,1,2,1.23,75000,1,1,1,61,95,33,100,63,95,94,0,0,1,1
"17390",17392,945,1,1,1,30000,0.7697,1,1,30,73,25,92,37,49,29,0,0,1,2
"17391",17393,1687,2,1,1,360000,1.2057,0,0,74,34,20,58,46,25,34,1,0,0,2
"17393",17395,1904,1,1,1,189000,1.1022,0,1,77,46,60,20,73,39,13,1,0,0,1
"17394",17396,2954,1,1,0.68,75000,1,2,1,84,80,71,35,74,36,16,0,0,0.982708933717579,1
"17395",17397,599,1,2,1,30000,1.1077,0,1,74,37,14,76,36,24,74,1,0,0,1
"17396",17398,3175,1,1,1,1e+05,1.0434,1,1,83,66,12,58,54,50,95,0,0,1,1
"17397",17399,813,1,1,1,797716,0.9396,0,1,64,19,70,24,61,31,9,1,0,0,1
"17398",17400,2073,1,1,1,135000,0.9538,0,1,55,36,22,81,92,10,54,1,0,0.941698441016313,1
"17400",17402,13276,2,1,1,265000,1.13,0,1,94,63,9,92,73,72,40,1,0,1,1
"17401",17403,8705,1,1,1,75000,1.176,0,1,82,37,58,2,23,97,1,1,0,0,1
"17402",17404,500,1,1,1.06,75000,1,0,1,22,61,6,33,27,86,76,1,0,0,1
"17403",17405,500,1,1,1,1e+06,0.762,0,1,72,40,7,80,71,33,71,1,0,0,1
"17406",17408,11692,3,2,1.11,1e+05,1,1,1,19,35,77,11,55,29,18,0,0,1,1
"17408",17410,7740,1,1,1,8e+05,0.7658,0,1,29,40,25,68,18,38,43,1,0,0,1
"17410",17412,2663,1,1,1.03,150000,1,0,1,79,100,16,95,61,97,100,1,0,0.646863678578301,1
"17411",17413,3533,1,1,1,12000,0.7359,0,1,9,64,70,41,10,3,35,1,0,0.986862848134524,1
"17412",17414,500,1,1,1,20000,0.9349,1,1,34,62,16,31,79,2,23,0,0,0,1
"17414",17416,7600,2,1,1,240000,0.8719,0,1,53,52,13,48,27,43,70,1,0,0.987654320987654,1
"17416",17418,5646,1,2,0.85,3e+05,1,1,1,94,22,39,21,64,19,86,0,0,0,1
"17417",17419,782,1,1,1,550000,0.7697,0,1,10,88,71,55,1,89,72,1,0,0,1
"17418",17420,2289,1,1,1.06,50000,1,1,1,80,75,77,91,45,92,99,0,0,0,1
"17419",17421,1249,1,1,1.23,50000,1,0,1,90,80,55,94,14,40,73,1,0,0,1
"17420",17422,23385,1,1,1,1e+05,1.0076,0,1,33,28,12,65,18,87,53,1,0,0.999286224125625,2
"17421",17423,14411,1,1,1.06,4e+05,1,1,1,1,4,79,75,4,94,55,0,1,1,1
"17422",17424,1528,1,1,1,75000,1.1819,1,1,14,9,18,66,50,20,42,0,0,0,1
"17423",17425,566,1,1,1,2e+05,1.3864,0,1,82,37,58,2,23,97,1,1,0,0,1
"17424",17426,22932,1,2,1,3e+05,0.5321,0,1,6,57,73,32,1,71,60,1,0,0.997391670874771,1
"17426",17428,5194,1,2,1,265000,0.519,0,1,31,65,98,19,30,41,45,1,0,1,1
"17427",17429,6908,1,1,0.83,8e+05,1,1,1,45,100,30,47,69,100,92,0,0,0,1
"17428",17430,9693,1,1,1,4e+05,0.8253,0,1,19,74,56,41,27,59,71,1,0,0,1
"17429",17431,500,2,2,1,3e+05,0.7214,0,1,69,46,12,73,26,44,57,1,0,0,1
"17431",17433,4482,1,1,1.06,5e+05,1,1,1,19,98,100,96,30,98,86,0,0,1,1
"17432",17434,500,1,1,1.33,60000,1,0,1,77,84,32,90,85,69,86,1,0,0,1
"17433",17435,967,1,1,0.76,130000,1,0,1,51,47,19,75,51,25,97,1,0,0,1
"17434",17436,2965,1,2,1,250000,0.6594,0,1,29,23,58,11,38,25,28,1,0,0,1
"17435",17437,500,1,1,0.94,150000,1,1,1,97,97,61,63,85,89,36,0,0,0,1
"17436",17438,2164,1,1,0.9,150000,1,0,1,79,100,16,95,61,97,100,1,0,0,1
"17437",17439,4944,1,1,1,75000,0.6694,0,1,34,60,63,9,71,26,45,1,0,1,1
"17438",17440,1643,1,1,0.88,250000,1,0,1,8,80,34,32,55,95,69,1,0,0,1
"17439",17441,500,1,1,0.81,1e+05,1,0,1,70,76,70,72,82,70,66,1,0,0,1
"17440",17442,2955,1,1,0.97,550000,1,0,1,39,35,44,52,49,35,94,1,0,0,2
"17441",17443,8669,1,1,0.68,75000,1,2,0,99,99,11,92,97,91,36,0,0,1,1
"17442",17444,2574,2,2,0.68,750000,1,0,1,91,96,29,84,21,98,98,1,0,0,1
"17444",17446,501,1,1,1,1e+06,0.9257,1,1,6,50,42,62,3,67,55,0,0,0,1
"17445",17447,1447,2,1,0.72,6e+05,1,0,1,75,9,95,11,46,4,23,1,0,0,1
"17447",17449,8846,1,1,1.62,2e+05,1,0,1,26,22,51,56,39,26,70,1,0,1,1
"17448",17450,5288,1,1,0.94,7e+05,1,1,1,83,35,86,4,44,34,25,0,0,0,1
"17449",17451,501,1,1,1.06,85000,1,0,1,77,54,67,11,59,65,30,1,0,0,1
"17450",17452,4369,3,1,0.85,330000,1,1,0,63,16,55,54,43,8,63,0,0,0.973111901937525,1
"17453",17455,4971,1,2,1,1200000,0.7931,0,1,43,24,34,28,67,18,21,1,0,0.759897828863346,1
"17454",17456,5037,1,1,1,10000,0.8295,2,1,87,36,30,49,19,42,94,0,0,1,1
"17455",17457,850,3,2,1,70000,0.8504,2,1,75,12,75,14,86,54,34,0,0,0,1
"17458",17460,1585,1,1,1,350000,0.6305,0,0,36,22,92,33,38,40,13,1,0,0,2
"17459",17461,500,1,1,0.85,2e+05,1,0,1,34,74,8,23,75,66,92,1,0,0,1
"17460",17462,500,1,1,1.11,20000,1,0,1,77,16,98,48,30,46,96,1,0,0,1
"17461",17463,9674,1,1,1,920000,0.6561,0,0,86,45,98,48,59,52,95,1,0,0,1
"17462",17464,38311,1,1,1,250100,0.8984,0,1,85,52,83,6,99,68,15,1,0,1,1
"17463",17465,1414,1,1,0.9,4e+05,1,0,1,27,33,11,65,56,38,28,1,0,0,2
"17464",17466,298,1,1,1,50000,1.1244,0,0,81,44,35,63,67,43,76,1,0,0,1
"17465",17467,1930,1,1,0.94,100001,1,1,1,32,62,47,56,93,34,37,0,0,1,1
"17466",17468,12533,1,1,1,150000,0.8378,1,1,32,16,18,82,19,28,92,0,3,0.665811127047633,1
"17467",17469,831,1,1,1,1e+05,0.8462,0,1,70,69,66,46,100,29,65,1,0,0,1
"17468",17470,57132,2,2,1,533797,1.0858,3,1,23,34,100,64,32,22,4,0,0,1,1
"17470",17472,2184,2,1,1,6e+05,0.6058,0,0,7,31,54,91,29,40,67,1,0,0.624368255702773,1
"17474",17476,931,1,1,1,750000,1.2239,0,1,35,42,32,65,14,26,56,1,0,0,1
"17475",17477,2106,1,1,1,7e+05,0.8378,0,1,84,81,15,61,56,65,87,1,0,0,1
"17476",17478,742,1,2,1,442559,0.809,0,1,39,93,53,35,67,88,51,1,0,0.774547379358342,1
"17477",17479,1467,1,1,1,150000,0.7931,0,1,50,38,12,64,38,27,49,1,0,0,1
"17478",17480,250,1,1,1,1e+05,0.885,0,1,91,98,42,34,95,88,28,1,0,0,1
"17479",17481,1460,1,1,1.06,20000,1,0,1,89,28,91,16,72,51,27,1,0,0,1
"17480",17482,4551,1,1,1,153000,1.1938,0,1,9,66,64,28,29,55,44,1,0,0.976268383696569,1
"17481",17483,4225,1,1,1,100001,0.973,0,1,56,60,13,81,88,34,74,1,0,0.952653258770984,1
"17482",17484,1143,1,1,0.68,5e+05,1,0,1,83,40,99,79,31,37,96,1,0,0,1
"17483",17485,3358,1,1,1,50000,1.1819,0,1,21,86,68,44,25,81,64,1,0,0.979797571668115,1
"17484",17486,739,1,1,1,1e+06,0.9119,0,1,56,42,18,45,62,25,67,1,0,0,1
"17485",17487,8607,2,1,0.97,2e+05,1,0,1,99,48,16,96,43,33,96,1,0,1,2
"17487",17489,8236,1,1,1,1e+05,1.1586,1,1,24,86,39,83,81,91,49,0,0,1,1
"17488",17490,10416,1,2,1,5e+05,0.8762,0,1,6,17,8,83,43,31,55,1,0,0.925746838300375,1.5
"17489",17491,4842,2,1,0.92,110406,1,0,1,83,17,54,80,69,12,89,1,0,0.751906106957712,1
"17491",17493,7049,1,1,0.76,7e+05,1,0,1,25,60,2,98,16,12,71,1,0,0,1
"17492",17494,19386,1,1,1.11,4e+05,1,2,1,26,92,16,39,75,59,76,0,0,0.938829935351459,1
"17493",17495,1491,1,1,0.9,62000,1,0,1,92,76,67,43,81,78,62,1,0,1,1
"17494",17496,1422,1,1,1.16,75000,1,0,1,84,80,71,35,74,36,16,1,0,0.985294117647059,1
"17495",17497,500,1,1,1,15000,1.0279,0,1,34,50,80,6,70,3,42,1,0,1,1
"17496",17498,700,1,1,1,240000,0.8462,0,1,17,81,2,73,86,61,19,1,0,0,1
"17498",17500,1383,2,1,1,50000,1.4793,0,1,96,7,41,27,100,7,13,1,0,0,1
"17499",17501,2357,1,1,1,250000,1,0,1,50,18,5,54,89,29,57,1,0,0.838940875195284,1
"17503",17505,3388,4,1,1,60000,1.0434,0,1,89,43,53,35,97,22,16,1,0,1,1
"17504",17506,6327,1,1,1,482000,0.8675,0,1,87,40,38,7,69,59,69,1,0,0,1
"17506",17508,3340,2,1,1,455248,0.6863,0,1,42,20,21,53,23,29,46,1,1,0.71033040646194,2
"17507",17509,553,1,1,1.23,740000,1,0,1,5,59,58,95,5,51,86,1,0,0,1
"17508",17510,5457,2,2,1,1e+05,0.6432,1,0,43,40,32,24,11,25,77,0,0,0,1
"17510",17512,2050,1,1,1,120000,0.7214,0,1,34,81,70,21,70,80,78,1,1,1,1
"17511",17513,4920,1,1,1.33,85000,1,0,1,70,28,63,46,71,36,67,1,0,0,1
"17512",17514,1677,1,2,1,250000,0.9257,0,0,54,37,7,94,100,79,90,1,0,0,1
"17513",17515,2838,1,2,0.68,1500000,1,0,1,26,24,74,88,16,25,54,1,0,0,2
"17514",17516,1718,1,1,1,50000,0.9926,1,1,77,66,42,47,90,71,20,0,0,0.846002380497553,1
"17515",17517,500,1,1,1.23,20000,1,1,1,27,90,75,100,34,100,80,0,0,0,1
"17516",17518,2384,1,1,1,168080,0.8336,1,1,21,86,68,44,25,81,64,0,0,0.997152110343194,1
"17517",17519,1182,1,1,0.94,550000,1,0,1,54,100,10,67,86,99,94,1,0,0,1
"17518",17520,16069,1,1,0.76,5e+05,1,0,1,71,65,66,52,91,36,78,1,0,0,1
"17519",17521,3524,1,1,0.76,318000,1,0,1,99,43,53,35,84,83,23,1,0,0.899600089780689,1
"17520",17522,1669,1,1,0.68,5e+05,1,1,1,96,40,39,98,84,46,96,0,0,0,1
"17521",17523,3550,1,1,1,30000,0.8632,0,1,66,96,8,100,86,89,87,1,0,1,1
"17522",17524,500,1,1,1,137000,1.0026,2,1,32,83,62,35,42,64,20,0,0,0,1
"17524",17526,3335,2,3,0.94,3e+05,1,0,1,57,89,68,52,20,90,41,1,0,0,1
"17525",17527,556,2,1,1.23,50000,1,0,1,51,100,85,93,82,68,96,1,0,0,2
"17527",17529,774,2,1,1.33,35000,1,0,1,87,74,68,47,73,28,39,1,0,0,1
"17529",17531,12343,1,1,1.23,192993,1,5,1,12,67,5,23,22,91,63,0,0,0.987510973312994,2
"17530",17532,1063,1,1,1.33,1e+05,1,1,1,40,25,85,100,47,76,53,0,0,1,1
"17531",17533,1258,1,1,0.76,60000,1,0,1,20,91,75,34,21,20,46,1,0,0,1
"17532",17534,13904,1,1,0.81,35000,1,1,1,11,57,58,57,33,72,71,0,0,0.99920482701807,1
"17533",17535,888,1,1,0.9,1e+05,1,0,1,59,22,23,77,55,30,85,1,0,0,1
"17535",17537,3812,3,1,1.16,32000,1,2,1,40,27,38,31,83,36,86,0,0,0.99752842313396,1
"17537",17539,1781,1,2,1.16,125000,1,0,1,85,44,65,96,47,63,52,1,0,1,1
"17538",17540,1394,1,1,1,10000,1.0026,0,1,49,10,12,100,67,16,95,1,0,0,1
"17539",17541,2729,1,1,1,5e+05,0.885,0,1,35,49,62,41,97,22,47,1,0,0.816901795277897,1
"17540",17542,2241,1,1,1,235000,0.7433,0,1,22,10,39,59,28,9,21,1,0,1,1
"17541",17543,500,1,1,1,50000,0.9976,0,1,86,40,47,36,62,12,6,1,0,0,1
"17544",17546,6376,3,1,1,25800,1.2118,2,1,89,43,53,35,97,22,16,0,0,1,1
"17545",17547,17789,1,1,1,20000,1.1188,0,1,63,42,16,57,45,10,66,1,0,1,1
"17546",17548,1692,1,1,1,120000,0.9349,0,1,13,12,90,67,44,8,78,1,0,0,1
"17547",17549,11277,1,1,1,65000,0.6305,3,1,94,98,58,87,57,99,22,0,2,1,1
"17548",17550,10330,1,1,1,150000,0.6529,0,1,76,100,12,99,69,92,100,1,0,1,2
"17549",17551,2929,1,1,0.83,5e+05,1,1,1,5,10,57,38,27,13,77,0,0,0,1
"17550",17552,8329,1,1,1,270000,0.6727,2,1,41,34,56,32,34,25,63,0,0,0.993707420870031,1
"17551",17553,8039,1,1,1,1e+05,0.9074,0,0,26,58,42,99,47,73,67,1,0,1,1
"17552",17554,4531,1,1,1,108000,0.618,0,1,49,18,74,1,11,10,25,1,0,1,1
"17553",17555,2305,2,1,1,50000,1.0434,0,1,77,26,6,47,92,21,89,1,0,0,1
"17555",17557,2093,1,1,1,550000,1.0434,0,1,53,49,3,77,59,45,72,1,0,0,1
"17556",17558,5000,1,1,1,115000,0.9303,0,1,41,42,64,73,67,44,11,1,0,1,1
"17557",17559,17531,1,1,1,3e+05,0.809,0,1,85,70,55,89,36,62,26,1,0,1,1
"17558",17560,3465,1,2,1,150000,1.0751,0,1,48,20,22,96,19,76,97,1,0,0,1
"17559",17561,5900,1,1,1,1e+05,0.6058,0,1,55,76,72,70,40,20,69,1,0,1,1
"17561",17563,848,2,1,1,75000,1.4003,0,1,53,46,4,64,91,51,41,1,0,0,1
"17562",17564,3763,1,1,1.16,240000,1,0,1,20,70,96,34,5,32,12,1,0,1,1
"17563",17565,1040,1,1,1,50000,0.7852,0,1,58,76,51,94,18,60,76,1,0,0,1
"17564",17566,631,1,1,1.23,30000,1,0,1,14,9,73,10,32,46,16,1,0,0,2
"17568",17570,500,2,1,1.23,5000,1,0,1,8,6,98,80,21,5,91,1,0,0,1
"17569",17571,500,2,1,1.23,5000,1,0,1,8,6,98,80,21,5,91,1,0,0,1
"17570",17572,1339,1,1,1,1e+05,0.9585,1,1,2,3,35,50,31,34,34,0,0,0.815237373784031,1
"17571",17573,1288,2,1,1.06,25000,1,1,1,36,89,72,42,45,51,82,0,0,0,1
"17572",17574,1288,2,1,1.06,25000,1,1,1,36,89,72,42,45,51,82,0,0,0,1
"17574",17576,550,1,1,1,30000,0.8806,0,1,32,58,22,92,19,60,76,1,0,0,1
"17575",17577,1470,1,1,0.97,15000,1,0,1,68,51,12,54,62,72,79,1,0,0,1
"17576",17578,6271,1,1,1,5e+05,0.5968,1,1,5,2,14,82,45,1,27,0,1,0.846005282119473,1
"17577",17579,500,1,1,1.23,180000,1,0,1,41,72,75,66,25,89,73,1,0,0,1
"17578",17580,6163,1,1,0.9,350000,1,1,1,33,60,5,65,93,66,56,0,0,0.872810856229366,1
"17579",17581,5438,1,1,1.11,175000,1,1,1,69,58,69,34,68,57,60,0,0,1,1
"17580",17582,1552,2,1,1.03,1e+05,1,1,1,68,74,81,90,60,51,76,0,0,0,1
"17581",17583,1552,2,1,1.03,1e+05,1,1,1,68,74,81,90,60,51,76,0,0,0,1
"17582",17584,500,1,1,1,20000,1,0,1,70,76,70,72,82,70,66,1,0,0,1
"17583",17585,24103,1,1,1,2400000,1.0382,2,1,34,80,64,9,86,98,55,0,0,1,1
"17584",17586,1269,1,1,0.88,120000,1,0,1,89,98,28,37,48,100,81,1,0,0,1
"17585",17587,969,1,1,1.16,40000,1,0,1,66,93,86,96,51,55,64,1,0,0,1
"17586",17588,500,1,1,1.23,20000,1,0,1,13,73,72,72,10,99,76,1,0,0,1
"17587",17589,3482,2,2,1,5e+05,0.618,0,1,96,90,36,37,81,83,14,1,0,0.516129032258065,1
"17589",17591,645,1,1,1,250000,0.9396,0,1,43,24,34,28,67,18,21,1,0,0,1
"17590",17592,4206,1,1,1,225000,1.0382,0,1,51,99,16,100,62,68,89,1,0,0,1
"17592",17594,1172,1,1,1,5e+05,1.1133,0,0,34,27,12,59,16,28,51,1,0,0,1
"17595",17597,480,6,1,1,1e+06,0.6211,0,0,95,44,85,17,71,12,22,1,0,0,1
"17600",17602,10434,2,1,1,2e+05,1.0751,2,0,78,30,91,10,55,12,6,0,0,1,1
"17601",17603,1649,2,1,1,126530,0.8212,0,1,96,8,80,18,96,87,41,1,0,0,1
"17603",17605,7093,1,2,0.92,4e+05,1,0,1,46,16,1,90,80,80,61,1,0,0,1
"17604",17606,1815,1,1,1,10000,0.6432,2,1,78,52,25,17,98,58,42,0,0,1,1
"17605",17607,3900,1,1,1.23,3e+05,1,1,1,35,97,37,100,52,80,98,0,0,1,1
"17607",17609,5458,1,1,0.97,750000,1,0,1,41,60,30,34,74,67,23,1,1,0.882149258388175,1
"17608",17610,3427,1,1,0.68,8e+05,1,0,1,24,99,100,99,14,98,93,1,0,0,1
"17609",17611,1452,1,1,1,655601,0.6119,0,1,66,56,28,95,28,87,95,1,0,0,1
"17610",17612,3759,1,1,1.62,86400,1,2,1,6,86,7,15,5,68,77,0,0,0.98780487804878,1
"17612",17614,5165,3,1,1,265000,0.5538,0,1,34,53,58,19,70,45,55,1,0,0.823813708260105,1
"17614",17616,26246,1,1,1,7e+05,0.6273,1,0,41,41,31,53,16,25,59,0,0,0,1
"17615",17617,8626,1,2,1,1e+05,0.551,3,1,79,17,91,31,65,53,36,0,0,0.999686957854238,1
"17616",17618,1144,1,1,1,225000,0.7286,0,1,17,29,13,76,18,16,84,1,0,0,1
"17619",17621,16801,1,1,1,72000,1.5395,3,1,98,71,82,25,80,32,12,0,1,1,1
"17620",17622,1000,1,1,1,60000,0.8895,0,1,49,92,20,97,24,95,68,1,0,0,1
"17621",17623,4820,1,2,1,180000,0.9119,0,1,85,7,80,14,92,6,6,1,0,1,1
"17622",17624,2174,1,1,1.23,20000,1,0,1,71,6,65,74,57,18,37,1,0,0.989826234267184,1
"17623",17625,4350,1,1,0.97,150000,1,0,1,98,65,63,10,66,53,32,1,0,0,1
"17624",17626,4350,1,1,0.97,150000,1,0,1,98,65,63,10,66,53,32,1,0,0,1
"17625",17627,1089,1,1,1.11,240000,1,0,1,47,94,92,34,18,90,16,1,0,0,1
"17626",17628,4519,1,1,1,1e+05,0.7071,1,0,79,98,34,28,70,51,26,0,0,1,1
"17627",17629,5994,1,1,1,52000,1.1702,0,1,53,46,9,93,97,90,73,1,0,1,1
"17628",17630,616,1,1,1,80000,1.1702,2,1,2,3,35,50,31,34,34,0,0,0,1
"17629",17631,1421,1,2,1,104000,0.6594,0,1,34,24,41,86,46,10,28,1,0,0,1
"17631",17633,556,3,1,1.33,90000,1,1,1,80,10,89,1,35,31,38,0,0,0,1
"17632",17634,556,3,1,1.33,90000,1,1,1,80,10,89,1,35,31,38,0,0,0,1
"17633",17635,1473,1,1,1,3e+05,0.8632,0,1,90,39,29,95,28,81,52,1,0,0,1
"17634",17636,1768,2,1,1,205000,0.801,0,1,85,39,9,46,89,36,70,1,0,0.765120375807399,1
"17637",17639,350,2,1,1.11,153000,1,0,1,78,46,30,48,19,62,89,1,0,0,1
"17638",17640,1644,1,1,1.23,40000,1,0,1,12,11,81,85,19,69,40,1,0,1,1
"17639",17641,851,1,1,0.88,50000,1,1,1,77,90,22,96,19,90,97,0,0,0,1
"17640",17642,500,2,1,1,275000,0.9827,0,1,73,87,66,55,54,82,14,1,0,0,1
"17642",17644,7248,2,1,1,1e+06,0.4962,1,1,76,62,67,13,80,24,48,0,0,0.755780346820809,1
"17644",17646,12331,1,1,0.94,2e+06,1,0,1,60,18,67,50,71,19,66,1,0,0.49065629933102,1
"17645",17647,17012,1,1,1,42000,1.1528,1,1,53,49,3,77,59,45,72,0,0,1,1
"17646",17648,10335,1,6,1,9000,0.7507,0,1,64,44,98,55,25,28,5,1,0,1,1
"17647",17649,1176,1,1,1.62,30000,1,1,1,65,96,64,78,93,94,90,0,0,1,1
"17648",17650,1562,1,1,0.76,1e+05,1,0,1,36,39,8,44,21,56,46,1,0,0,1
"17649",17651,8650,1,1,1,250000,0.6028,1,0,65,71,69,70,72,75,28,0,0,1,1
"17650",17652,942,1,1,1,1e+05,0.9029,0,1,37,25,3,73,85,26,33,1,0,0,1
"17653",17655,666,1,1,1,180000,0.7852,0,1,25,99,52,52,20,98,80,1,0,0,1
"17654",17656,2245,2,1,1,260000,0.7507,0,1,75,29,67,46,98,40,49,1,0,0,1
"17656",17658,2467,1,1,1,7e+05,0.8131,0,1,83,62,2,74,93,78,55,1,0,0,1
"17657",17659,10564,1,1,1,76740,1.2548,0,1,36,22,92,33,38,40,13,1,0,1,1
"17659",17661,1684,1,1,0.92,360000,1,0,1,46,99,20,52,43,98,92,1,0,0,1
"17662",17664,6444,1,1,1,180000,0.6966,0,1,34,86,39,27,64,79,96,1,0,1,1
"17663",17665,4527,1,1,1.16,110000,1,2,1,7,98,88,86,5,58,22,0,0,0.898040254237288,1
"17664",17666,2364,1,1,1,350000,0.5538,0,1,68,42,70,36,97,8,35,1,0,0.792079207920792,1
"17666",17668,5988,1,1,1.23,100800,1,0,1,12,69,63,74,7,32,48,1,0,0.992098191038875,1
"17667",17669,7810,1,1,1,3e+05,0.8378,0,1,93,29,27,48,76,54,7,1,1,0.932711525649567,1
"17668",17670,612,1,1,1.03,4e+05,1,1,1,89,40,67,96,68,21,66,0,0,0,2
"17669",17671,3350,1,1,1,150000,0.5088,0,1,56,44,97,61,39,64,4,1,0,0,1
"17670",17672,12281,1,1,1,90000,1.1022,2,1,67,11,95,70,9,43,11,0,1,1,1
"17671",17673,750,1,1,0.79,3e+05,1,0,1,93,99,8,94,85,93,100,1,0,0,1
"17672",17674,26289,1,1,1,1e+05,1.2486,4,1,14,30,79,8,55,25,1,0,0,1,1
"17673",17675,7303,1,1,1,250000,0.5879,1,1,37,6,92,69,37,26,12,0,0,0,1
"17674",17676,1340,1,3,1,370600,0.7891,0,1,46,81,31,64,82,26,92,1,0,0,1.33333333333333
"17675",17677,750,1,1,1,33500,0.7214,0,1,22,21,48,81,44,21,35,1,0,0,1
"17676",17678,500,1,1,1,61000,0.6966,0,1,94,51,37,21,100,20,14,1,0,0,1
