"","X","TRV.Price","nbr_comp","count","rrv_rt_fct","tot_bld_annl_rev_amt","fnl_prc_pt_fct","tot_ref_rule_cnt","agt_subm_pol_cnt","terr_pctl_bldgcrime","terr_pctl_bldgfire","terr_pctl_weather","terr_pctl_water","terr_pctl_cntscrime","terr_pctl_cntsfire","terr_pctl_liab","afi_pol_cnt","pri_clm_cnt","prcnt_blg_tiv","prcnt_pol_cmp"
"16953",16955,500,1,2,1,2e+05,1.0076,0,1,8,2,29,67,48,4,100,1,0,0,1
"16954",16956,18246,2,2,1,7e+05,0.9682,0,1,34,29,100,53,45,29,6,1,0,0.782601133952485,1.5
"16956",16958,3201,1,1,0.88,1100000,1,0,1,89,59,62,33,100,2,9,1,0,0,1
"16957",16959,1000,1,2,1,15000,0.7507,0,1,41,19,25,46,45,2,78,1,0,0,1
"16958",16960,1479,4,3,1.16,3e+05,1,0,1,67,31,84,17,80,53,41,1,0,0,1
"16962",16964,1063,1,2,1,250000,0.9396,0,1,46,25,16,94,23,26,84,1,0,0,1
"16963",16965,939,1,2,1,1e+05,0.7214,0,1,8,44,61,93,15,25,45,1,0,0,1
"16966",16968,30806,2,3,1,61860,1.1357,0,1,53,52,13,48,27,43,70,1,0,1,1
"16968",16970,707,2,1,1,2e+05,0.8762,0,1,97,16,84,31,84,16,20,1,0,0,1
"16970",16972,8156,1,2,1,108000,0.8462,0,1,92,56,21,67,97,35,60,1,0,1,1
"16971",16973,1420,2,2,1,30000,1.2929,0,1,99,84,54,35,94,70,11,1,0,1,1
"16975",16977,1077,3,1,1,1e+06,0.4913,0,1,92,84,40,56,77,83,59,1,0,0,1
"16978",16980,3786,1,2,1,18000,1.1357,2,1,1,27,19,93,18,69,37,0,0,1,1
"16979",16981,7225,1,2,1,335900,0.9779,0,1,29,36,48,77,39,38,69,1,0,1,1
"16980",16982,1147,1,2,1,250000,0.5429,0,0,59,51,21,85,30,43,52,1,0,0,1
"16981",16983,2943,1,1,1,394000,1.0076,0,1,81,81,55,43,97,10,32,1,0,0,1
"16982",16984,1760,1,2,1,60000,0.8462,0,1,3,20,89,56,40,6,11,1,0,0,1
"16983",16985,8612,1,2,1,50000,1.0913,0,1,65,46,12,65,21,44,67,1,0,0.884620621064121,1
"16984",16986,3123,1,2,1,2e+05,0.5164,0,1,64,23,63,76,46,76,33,1,0,0,1
"16985",16987,7463,1,2,1,182000,0.8295,0,1,14,53,22,94,32,78,42,1,0,1,1
"16986",16988,7463,1,2,1,182000,0.8295,0,1,14,53,22,94,32,78,42,1,0,1,1
"16987",16989,794,1,2,1,750000,0.7735,0,1,10,12,60,96,5,42,64,1,0,0,1
"16988",16990,500,1,2,1,50000,0.9396,0,1,92,85,37,100,57,18,48,1,0,0,1
"16989",16991,6866,1,2,1,230000,0.8984,0,1,82,57,56,18,87,24,17,1,0,1,1
"16990",16992,6859,1,2,1,840000,0.801,2,1,17,44,41,22,52,30,3,0,0,0.757761889853906,1
"16991",16993,2911,1,2,1,60000,0.8762,0,1,82,40,3,58,38,35,90,1,0,0.820004679878323,1
"16992",16994,7128,1,3,1,25000,1.5091,0,1,85,68,26,44,66,82,8,1,0,1,1
"16993",16995,1174,1,2,1,1e+05,0.8504,0,1,62,43,10,77,29,25,61,1,0,0,1
"16994",16996,1541,1,3,1,150000,0.7286,0,1,2,12,84,55,5,15,15,1,0,0,1
"16995",16997,3455,3,2,1,750000,0.5593,0,1,68,11,53,38,53,2,9,1,0,0.621978203120542,1
"16998",17000,3074,1,4,1,150000,1.2929,0,1,62,89,11,95,84,82,91,1,0,0,1
"16999",17001,1929,1,3,1,220000,0.842,0,1,78,38,6,47,95,33,88,1,0,0,1
"17000",17002,550,1,2,1.23,50000,1,0,1,15,79,86,80,19,91,86,1,0,0,1
"17001",17003,11380,1,2,0.97,1595000,1,0,1,56,64,61,48,12,9,69,1,0,0,1
"17002",17004,3317,1,2,0.88,2e+05,1,0,1,85,29,76,23,99,83,8,1,0,0,1
"17005",17007,580,3,2,0.92,350000,1,0,1,93,54,26,80,44,100,75,1,0,0,1
"17011",17013,1138,2,1,1,650000,1.0126,2,1,92,59,65,55,43,47,46,0,0,0,1
"17013",17015,1386,1,2,1,150000,0.9165,0,1,10,55,87,66,2,45,24,1,0,0,1
"17014",17016,772,1,2,1,3e+05,1.0382,0,1,36,7,10,64,74,8,79,1,0,0,1
"17015",17017,5393,1,2,1.06,2e+05,1,0,1,28,74,74,93,27,66,51,1,0,0,1
"17016",17018,550,1,2,1.11,25000,1,0,1,81,81,79,66,94,34,50,1,0,0,1
"17017",17019,500,1,2,1,1e+06,0.9443,0,1,29,27,14,46,15,26,63,1,0,0,1
"17018",17020,699,2,2,1,1e+05,0.9538,0,1,50,80,10,81,15,62,88,1,0,0,1
"17020",17022,5117,3,2,1,120000,0.6561,0,1,18,10,42,69,30,64,36,1,0,0.682543652672374,1
"17023",17025,5090,1,1,1,300001,0.6273,0,1,93,34,43,24,100,55,9,1,0,0.890045820517375,1
"17024",17026,500,1,2,1,1e+05,0.949,0,1,14,38,8,62,24,41,98,1,0,0,1
"17025",17027,9272,3,1,1,1e+06,0.9396,0,1,95,51,86,11,57,53,4,1,0,0.867051097228896,1
"17028",17030,2078,1,2,1,60000,0.8253,0,1,60,58,17,52,33,50,49,1,0,0,1
"17029",17031,2220,1,2,1,2e+05,0.6794,0,1,56,35,60,48,80,79,9,1,0,0,1
"17030",17032,5241,1,1,1,25000,1.1357,1,1,64,64,17,46,95,42,77,0,0,1,1
"17031",17033,976,1,2,1,9e+05,1.2118,1,1,74,34,20,58,46,25,34,0,0,0,1
"17032",17034,858,1,2,1,9e+05,1.1133,0,1,1,36,75,41,1,58,24,1,0,0,1
"17033",17035,2446,1,2,1,350000,0.7545,0,1,71,53,12,76,23,43,66,1,0,0,1
"17034",17036,971,2,2,1,98000,0.8806,0,1,11,68,83,72,3,41,33,1,0,0,1
"17036",17038,5471,1,2,1,2e+05,0.6242,0,1,16,27,13,83,54,38,88,1,0,1,1
"17037",17039,760,1,2,1,80000,0.8504,0,1,21,20,47,79,16,11,26,1,0,0,1
"17040",17042,500,3,2,1,150000,0.7214,0,1,96,46,98,14,65,47,56,1,0,0,1
"17041",17043,4007,1,2,1,3e+05,0.9538,0,1,37,47,9,54,38,28,77,1,0,0.589105825794567,1
"17042",17044,1181,1,2,1,75000,1.0434,0,1,8,6,84,49,73,9,11,1,0,0,1
"17043",17045,2480,1,3,1,5000,1.1819,0,1,9,8,52,81,18,42,26,1,0,0.988943630204233,1
"17047",17049,1241,5,2,1,195000,0.5037,0,1,17,25,41,99,39,6,84,1,0,0,1
"17049",17051,14809,2,5,1,1e+05,1.0279,1,1,42,14,51,87,8,11,27,0,0,1,1
"17051",17053,3824,1,2,1,2e+05,1.0913,1,1,71,8,50,72,97,82,13,0,0,0,1
"17052",17054,17317,1,1,1.06,360324,1,2,1,6,86,7,15,5,68,77,0,0,1,1
"17053",17055,1231,1,2,1,150000,0.8895,0,1,33,34,19,47,36,25,50,1,0,0,1
"17054",17056,622,2,2,1,1e+05,0.8895,0,1,76,49,9,73,40,28,86,1,0,0,1
"17056",17058,1012,1,3,1,2e+05,1.4286,0,1,38,97,9,70,65,99,97,1,0,0,1
"17057",17059,6427,1,1,1,1e+06,0.6088,1,1,1,1,66,36,1,3,55,0,2,0.555555555555556,1
"17058",17060,500,1,2,1,4e+05,0.7852,0,1,87,84,8,94,76,69,87,1,0,0,1
"17059",17061,1046,1,2,1,1e+06,0.7852,0,1,1,65,56,53,1,82,80,1,0,0,1
"17060",17062,2546,1,2,1,170000,0.805,0,1,50,43,12,71,28,25,60,1,0,0,1
"17061",17063,2546,1,2,1,170000,0.805,0,1,50,43,12,71,28,25,60,1,0,0,1
"17062",17064,3344,1,2,1,450000,0.5429,0,1,63,79,1,98,88,79,58,1,0,0.857142857142857,1
"17063",17065,2612,1,2,1,10000,0.5763,0,1,14,5,35,75,51,9,100,1,0,1,1
"17064",17066,6722,1,2,1,250000,0.5348,0,1,5,5,51,60,32,24,10,1,0,0,1
"17065",17067,3732,1,2,1,30000,0.7036,0,1,43,59,12,97,35,62,86,1,0,1,1
"17066",17068,3216,1,2,1,3e+05,0.4252,0,1,58,71,56,69,74,84,92,1,0,0.568774687649132,1
"17068",17070,701,1,2,1,75000,0.885,0,1,17,44,41,22,52,30,3,1,0,0,1
"17070",17072,2490,2,4,1,1e+05,0.8253,0,1,36,26,23,87,29,78,59,1,1,1,1.25
"17071",17073,1313,1,2,1,1e+06,0.7001,0,1,49,72,47,28,51,65,42,1,0,0,1
"17072",17074,1000,1,2,1,30000,1.0538,1,1,34,14,51,67,52,1,52,0,0,0,1
"17073",17075,588,1,2,1,150000,1.1702,0,1,38,97,9,70,65,99,97,1,0,0,1
"17074",17076,859,1,2,1,20000,0.7178,0,1,8,12,27,79,34,13,48,1,0,0,1
"17075",17077,600,2,2,1,50000,0.7396,0,1,64,43,48,49,87,67,92,1,0,0,1
"17077",17079,759,1,2,1,250000,0.6931,0,1,1,4,82,28,1,61,50,1,0,0,1
"17078",17080,3406,2,2,1,5e+05,0.6897,0,1,56,74,17,96,21,60,76,1,0,0.910852713178295,1
"17081",17083,5941,2,2,1,192000,1.1586,0,1,11,26,56,82,40,47,51,1,0,1,1
"17084",17086,1000,1,2,1,2e+05,0.8675,0,1,97,59,32,75,98,74,17,1,0,0,1
"17085",17087,500,1,1,0.83,3e+05,1,1,1,45,99,49,79,65,81,100,0,0,0,1
"17086",17088,1000,1,2,0.9,50000,1,0,1,95,85,37,24,99,82,15,1,0,0,1
"17087",17089,1556,3,2,0.68,350000,1,0,1,93,29,11,61,47,34,87,1,0,0,1
"17090",17092,500,1,2,1,5e+05,0.762,0,1,47,58,44,94,61,78,16,1,0,0,1
"17091",17093,3437,1,2,1,5000,0.9349,0,1,74,84,59,70,38,63,29,1,0,1,1
"17092",17094,2818,1,2,1,250000,0.9119,0,1,4,86,74,49,1,99,85,1,0,0,1
"17095",17097,13064,2,3,1,360000,0.6863,0,1,76,37,75,78,53,21,8,1,0,1,1
"17097",17099,1906,2,2,0.92,1e+05,1,0,1,39,13,94,13,38,1,6,1,0,0,1
"17098",17100,9398,1,2,1,4e+05,0.9029,0,1,6,54,83,91,1,65,22,1,0,0,1
"17099",17101,1920,1,2,1,4e+05,0.7214,0,1,76,26,4,56,94,19,90,1,0,0.905670759507601,1
"17100",17102,2144,1,2,0.88,250000,1,0,1,70,78,71,27,64,77,37,1,0,0.889101338432122,1
"17101",17103,2053,2,2,1,60000,1.2929,0,1,4,14,87,62,3,15,25,1,0,0,1
"17104",17106,3566,1,2,1,68400,0.809,0,1,45,41,12,70,28,25,71,1,0,0.98423344590653,1
"17105",17107,2015,1,2,1,180000,0.949,0,1,78,89,30,100,44,80,48,1,0,0,1
"17106",17108,500,1,2,1,270000,1.0804,0,1,15,16,17,45,50,17,88,1,0,0,1
"17107",17109,2467,1,2,1,5e+05,0.8547,0,1,8,5,52,85,11,47,48,1,0,0,1
"17108",17110,3953,1,2,1,1e+05,1.3059,0,1,86,76,14,50,71,52,78,1,0,0,1
"17109",17111,3386,1,2,1,358214,0.6694,0,1,56,41,19,77,34,99,94,1,0,0,1
"17110",17112,644,1,2,1,5e+05,0.9029,0,1,76,64,54,90,59,7,39,1,0,0,1
"17111",17113,3305,1,2,1,238809,0.5938,0,1,70,73,25,97,28,81,88,1,0,0,1.5
"17112",17114,1624,1,2,1,1e+06,0.551,0,1,30,49,12,56,10,45,65,1,0,0,1
"17113",17115,2040,1,2,1,53045,0.5295,0,1,55,94,34,97,27,94,50,1,0,0,1
"17114",17116,4158,3,2,1,43000,1.1188,0,1,36,7,17,94,86,29,88,1,0,1,1
"17117",17119,500,3,2,1.16,80000,1,0,1,65,27,89,22,54,21,28,1,0,0,1
"17120",17122,2239,1,1,1,25000,0.7658,2,1,62,78,57,16,56,83,66,0,0,1,1
"17121",17123,1314,2,1,1,885000,0.5012,0,1,60,46,51,74,29,43,44,1,0,0,1
"17123",17125,1903,1,1,1.03,160000,1,1,1,30,67,71,66,62,81,85,0,0,0,1
"17124",17126,1286,1,1,0.97,8e+05,1,0,1,96,56,64,91,95,61,85,1,0,0.931662870159453,1
"17125",17127,1232,1,1,1,30000,1.0279,0,1,24,89,42,99,15,78,83,1,0,0,1
"17126",17128,1748,2,1,1,60000,0.8547,0,1,43,40,13,67,20,25,50,1,0,0,1
"17128",17130,2326,1,1,1.11,150000,1,0,1,81,54,18,54,74,13,68,1,0,0,1
"17129",17131,1246,1,1,0.88,2e+05,1,0,1,64,98,38,83,68,40,62,1,0,0,1
"17130",17132,1035,1,1,0.79,250000,1,1,1,85,44,65,96,47,63,52,0,0,0.681818181818182,1
"17131",17133,500,1,1,1.03,35000,1,0,1,14,5,35,75,51,9,100,1,0,0,1
"17132",17134,39165,1,1,1.03,774000,1,6,0,92,49,100,70,70,5,98,0,1,0.994530939723266,1
"17134",17136,10518,2,1,1.03,883794,1,1,1,34,8,89,8,73,28,38,0,0,1,2
"17136",17138,3200,5,1,0.79,436000,1,0,1,25,22,27,35,99,76,38,1,0,0,1
"17140",17142,596,1,1,1.16,250000,1,0,1,94,99,11,90,52,99,95,1,0,0,1
"17141",17143,6162,1,4,1,500,0.6119,2,1,4,9,39,26,33,23,22,0,0,1,1
"17142",17144,855,2,1,1,65000,0.747,0,1,48,37,56,87,40,62,43,1,0,0,1
"17144",17146,1000,1,1,0.92,55000,1,0,1,98,72,61,43,75,93,38,1,0,0,1
"17145",17147,2362,1,1,0.92,2e+05,1,0,1,87,71,64,77,56,72,40,1,0,0,1
"17146",17148,2620,1,1,1,174000,0.5216,0,1,21,86,68,44,25,81,64,1,0,1,2
"17148",17150,2850,2,1,1,120000,0.801,0,1,94,15,51,25,100,28,14,1,0,0.743469371525613,1
"17149",17151,12596,1,1,1,5e+05,1.1414,2,1,59,91,22,41,55,93,69,0,0,0.9960236861066,1
"17150",17152,12688,1,1,1.33,58000,1,0,1,50,29,12,62,28,38,92,1,0,1,1
"17151",17153,9056,1,1,1,2100000,0.5164,0,1,53,89,2,92,56,67,61,1,0,0.814932029058477,1
"17152",17154,5867,1,1,0.83,220000,1,0,1,70,48,87,9,82,13,38,1,0,0.833282906558157,1
"17153",17155,2862,2,1,1,1000,0.7931,0,1,49,81,52,40,83,93,74,1,0,0.999364865314609,1
"17155",17157,2335,1,1,1,20500,1.319,1,1,27,22,52,70,41,25,36,0,0,1,1
"17156",17158,5751,1,1,0.68,1032000,1,1,1,30,77,87,70,75,47,72,0,0,0.749236148025221,1
"17157",17159,683,1,1,1,150000,0.5968,0,1,17,77,35,88,11,93,86,1,0,0,1
"17158",17160,5883,1,1,1,1e+06,0.7071,1,1,27,21,73,71,53,23,2,0,0,0,2
"17159",17161,933,1,1,1,150000,0.9349,0,1,43,76,65,35,98,72,46,1,0,0,1
"17160",17162,2555,1,1,1,375000,0.7142,0,1,67,50,55,90,52,98,3,1,0,0.835247890143293,1
"17161",17163,10111,1,1,1,96000,0.9165,1,1,25,42,17,44,39,3,17,0,0,0.987540788344158,1
"17162",17164,728,1,1,1,65000,1.2548,1,1,53,45,69,70,87,60,14,0,0,0,1
"17163",17165,1783,1,1,1,8e+05,0.725,0,1,15,80,30,97,5,87,20,1,0,0,1
"17164",17166,500,1,1,1,10000,1.2548,0,1,19,90,55,49,42,55,68,1,0,0,1
"17165",17167,1854,1,2,1,1300000,1.3864,2,1,34,43,99,15,77,27,12,0,0,0,1
"17166",17168,737,1,1,1.33,35000,1,0,1,91,92,79,79,96,85,86,1,0,0,1
"17167",17169,11166,1,5,1,75000,1.0076,2,1,96,90,36,37,81,83,14,0,0,1,1.4
"17168",17170,12445,1,1,1,183000,0.9074,2,1,66,23,51,95,55,92,29,0,0,0.902912621359223,1
"17169",17171,5182,1,1,1,16000,0.809,2,1,3,2,45,73,42,28,31,0,0,1,2
"17170",17172,1441,1,1,1,1e+05,0.7214,1,1,6,61,71,29,3,8,74,0,0,0,1
"17171",17173,938,1,1,1.33,1e+05,1,0,1,32,43,23,32,20,88,70,1,0,0,1
"17174",17176,8581,1,1,0.81,48000,1,3,1,94,35,69,23,99,73,38,0,1,1,1
"17175",17177,10209,1,1,1,343900,0.5375,0,1,53,10,20,57,91,34,35,1,0,0.69529731830548,1
"17176",17178,5478,1,1,1,250000,0.6432,0,1,54,16,97,58,63,26,11,1,0,0,1
"17177",17179,1663,1,2,1,3e+05,0.585,1,1,70,68,24,58,39,75,55,0,0,0.905764927361205,1
"17178",17180,5629,1,1,1,3e+05,0.973,0,1,4,40,39,71,2,84,77,1,0,0,1
"17179",17181,1536,1,1,0.76,5e+05,1,0,1,20,70,90,28,12,41,16,1,0,0,1
"17180",17182,5469,1,1,0.92,50000,1,1,1,79,66,77,35,94,74,23,0,0,1,1
"17181",17183,642,1,1,1,5e+05,0.9827,0,1,22,34,29,83,31,38,15,1,0,0,1
"17182",17184,2350,1,1,1,4e+05,1.0279,1,1,8,63,58,30,49,5,23,0,0,0,1
"17184",17186,548,2,1,0.92,125000,1,0,0,86,41,20,76,6,31,97,1,0,0,1
"17185",17187,1334,1,1,1,48000,1.1022,0,1,34,40,20,26,49,76,87,1,0,1,1
"17186",17188,4970,1,1,1,5e+05,0.7545,0,1,52,18,26,54,34,48,73,1,0,0,1
"17187",17189,450,1,1,1,5e+05,1.1938,0,1,34,40,20,26,49,76,87,1,0,0,1
"17188",17190,512,1,1,1,1e+05,1.0076,0,1,3,3,71,44,13,9,63,1,0,0,1
"17190",17192,9398,3,1,1,40000,0.9396,1,1,80,98,46,88,45,65,79,0,1,1,1
"17192",17194,6350,1,1,1,84800,0.5139,3,1,83,54,55,37,100,22,33,0,0,1,1
"17193",17195,633,1,1,1,450000,1.0538,0,1,24,89,42,99,15,78,83,1,0,0,1
"17194",17196,7291,1,1,1,10500,1.4073,0,1,53,17,34,42,92,36,67,1,0,1,1
"17196",17198,8583,2,1,1.16,24000,1,2,1,42,95,36,99,60,100,93,0,0,1,1
"17197",17199,600,1,1,1,10000,1,1,1,65,82,6,30,50,72,74,0,0,0,1
"17203",17205,11181,6,1,1,250000,1,0,1,88,67,85,11,82,91,24,1,0,1,1
"17204",17206,1669,1,1,1,1e+05,0.5242,0,1,71,37,54,82,78,11,3,1,0,0.830352916827125,1
"17205",17207,3329,1,1,1,180000,0.4188,0,1,1,5,76,22,1,52,37,1,0,0,1
"17206",17208,793,1,1,1,5e+05,0.747,0,1,34,65,30,30,82,59,59,1,0,0,1
"17207",17209,11934,1,1,1,1e+05,1.5942,0,1,38,20,6,71,65,60,52,1,0,1,1
"17208",17210,4016,1,1,1.33,90000,1,2,1,51,91,7,39,60,16,78,0,0,1,1
"17209",17211,6477,1,1,1,5e+05,0.9349,0,1,48,20,22,96,19,76,97,1,0,0,1
"17210",17212,1185,1,1,1.06,9000,1,0,1,72,74,21,40,86,10,15,1,0,0,1
"17211",17213,4707,1,1,1,4e+05,0.64,0,1,27,35,2,83,15,39,32,1,1,0.549186030332545,1
"17212",17214,30036,1,1,1,6e+05,0.9779,0,1,63,28,76,9,43,95,1,1,0,0,1
"17214",17216,2457,1,1,1,4e+05,1.2737,0,1,34,35,6,25,53,44,25,1,0,1,1
"17215",17217,655,1,1,1.33,30000,1,1,1,26,92,16,39,75,59,76,0,0,0,1
"17216",17218,4345,1,1,0.68,460002,1,0,1,42,79,31,14,87,87,67,1,0,0,1
"17217",17219,500,1,1,1.11,1e+05,1,0,1,57,96,54,88,56,90,97,1,0,0,1
"17218",17220,95424,1,1,1,1600000,1,0,1,40,28,83,74,52,8,66,1,0,1,1
"17219",17221,4290,1,1,0.92,1e+06,1,0,1,70,30,10,21,78,27,70,1,0,0,1
"17220",17222,6449,1,1,0.88,480000,1,0,1,39,93,7,53,46,94,71,1,0,0.701131218338588,1
"17221",17223,4487,1,1,1,2e+05,0.9682,0,1,60,46,51,74,29,43,44,1,0,0,1
"17222",17224,4554,1,1,1,35000,1.319,1,1,54,84,23,94,85,52,37,0,0,1,1
"17224",17226,872,1,1,1,15000,0.5909,0,1,81,98,36,29,68,89,59,1,0,1,1
"17225",17227,1951,1,1,1,150000,0.6897,0,1,72,35,64,15,88,84,17,1,0,0.89974293059126,1
"17226",17228,4648,1,1,1,540000,1.0434,3,1,42,7,17,90,77,66,65,0,0,0.75923234516451,1
"17227",17229,1380,1,1,1.03,4e+05,1,1,1,69,85,48,31,29,82,41,0,0,0,1
"17228",17230,550,1,2,0.92,80000,1,0,1,2,12,84,55,5,15,15,1,0,0,1.5
"17229",17231,6179,1,1,1,150000,1.5091,2,1,54,48,60,91,44,37,40,0,0,0,1
"17230",17232,14315,1,1,1,4e+05,0.5113,0,1,41,98,68,35,93,90,45,1,0,1,1
"17231",17233,1134,1,1,0.68,25000,1,0,1,78,17,27,31,90,14,92,1,0,0,1
"17232",17234,669,1,1,1,60000,1.0486,0,1,65,83,48,28,39,62,65,1,0,0,1
"17233",17235,1853,1,1,1,5e+05,0.4962,0,1,34,89,23,86,41,98,76,1,0,0,1
"17234",17236,5016,1,1,0.72,1200000,1,0,1,12,11,81,85,19,69,40,1,0,0,1
"17235",17237,5503,1,1,0.94,1e+06,1,0,1,41,100,42,99,58,67,90,1,0,0,1
"17236",17238,1785,1,1,1,1e+05,0.8212,0,1,47,83,68,35,8,67,51,1,0,0,1
"17237",17239,732,2,1,1.11,90000,1,0,1,11,16,88,64,31,19,34,1,0,0,1
"17239",17241,500,1,1,1,50000,0.9877,0,1,10,5,2,77,15,7,44,1,0,0,1
"17240",17242,3779,1,1,0.72,1e+05,1,2,1,58,97,25,60,9,100,82,0,0,1,1
"17241",17243,740,2,1,0.92,250000,1,0,1,20,92,67,43,30,25,75,1,0,0,1
"17243",17245,12626,1,1,1,1247953,0.747,0,1,39,40,18,47,31,25,34,1,0,1,1
"17244",17246,3427,1,1,1,8e+05,0.4359,0,1,19,82,73,47,3,97,73,1,0,0,1
"17245",17247,721,1,1,1.03,1000,1,1,1,79,73,9,92,85,98,100,0,0,0,1
"17246",17248,600,1,1,1.03,30000,1,0,1,36,39,8,44,21,56,46,1,0,0,1
"17247",17249,500,1,1,1.23,10000,1,0,1,19,95,64,99,60,98,82,1,0,0,1
"17248",17250,824,1,2,1,1e+05,0.5735,0,1,1,45,77,38,1,55,57,1,0,0,1
"17249",17251,2193,1,1,1.06,480000,1,0,1,19,72,72,91,22,85,61,1,0,0,1
"17250",17252,500,1,1,1,75000,0.801,0,1,59,73,62,33,97,67,92,1,0,0,1
"17251",17253,1218,1,1,1.11,4e+05,1,0,1,69,98,63,80,91,69,95,1,0,0.899065599790056,1
"17252",17254,788,1,1,1,30000,0.9396,0,1,38,20,6,71,65,60,52,1,0,0,1
"17253",17255,500,1,1,1.33,50000,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1
"17255",17257,1154,3,1,1.11,4e+05,1,0,1,73,59,54,49,65,81,11,1,0,0,1
"17258",17260,3618,1,1,0.97,96000,1,0,1,77,73,58,39,82,61,33,1,0,0.998742814884534,1
"17259",17261,3996,1,1,1,7e+05,0.6149,0,1,34,57,40,7,73,45,29,1,0,0.654178674351585,1
"17260",17262,17828,1,1,1.06,5e+05,1,2,0,43,45,5,68,71,54,46,0,0,1,1
"17261",17263,500,1,1,0.9,50000,1,0,1,69,92,80,24,58,50,47,1,0,0,1
"17262",17264,6949,3,1,1,250000,1.1022,1,1,4,9,39,26,33,23,22,0,0,0.838028876211949,1
"17265",17267,3772,1,1,1,120000,1.3322,0,1,85,37,95,17,65,28,1,1,0,0,1
"17267",17269,1444,2,1,0.97,84000,1,0,0,25,43,96,93,76,50,91,1,0,1,1
"17268",17270,2924,2,1,0.72,386000,1,0,1,78,23,98,10,46,1,29,1,0,0,1
"17270",17272,1372,1,1,0.85,6e+05,1,0,1,52,47,31,90,38,41,92,1,0,0,1
"17271",17273,1880,2,1,1.16,80000,1,0,1,92,27,52,95,81,20,82,1,0,1,1
"17272",17274,1880,2,1,1.16,80000,1,0,1,92,27,52,95,81,20,82,1,0,1,1
"17273",17275,2077,1,2,1,2e+05,0.8212,1,1,50,73,10,97,61,67,92,0,0,0,1
"17274",17276,500,1,1,1,240000,0.9165,1,1,82,79,25,84,41,30,98,0,0,1,1
"17275",17277,9785,1,3,1,90000,0.9119,1,1,99,10,43,40,96,12,8,0,0,1,1.33333333333333
"17276",17278,13694,1,3,1.06,4.8e+07,1,0,1,40,53,79,32,18,80,57,1,0,1,1
"17277",17279,1361,1,1,1,420000,0.5164,0,1,65,62,44,61,68,24,78,1,0,0,2
"17278",17280,7031,2,1,1,350000,0.8378,0,1,15,48,83,31,40,59,7,1,0,0,1
"17280",17282,500,1,1,1,8666,0.9976,1,1,82,30,88,6,55,25,3,0,0,0,2
"17281",17283,752,1,1,1,50000,0.949,0,1,52,80,14,92,19,61,68,1,0,0,1
"17282",17284,500,1,1,1,4e+05,0.8984,0,1,37,32,4,57,49,52,49,1,0,0,1
"17284",17286,750,2,2,1,35000,0.7774,1,1,3,1,98,72,21,3,72,0,0,0,1
"17286",17288,1062,1,1,1,30000,0.9827,0,1,79,53,13,53,89,38,67,1,0,0,1
"17287",17289,2486,1,1,1,70000,0.8253,0,1,59,59,19,86,28,51,73,1,0,0,1
"17288",17290,983,1,1,0.97,15000,1,0,1,38,12,44,76,37,23,91,1,0,0,2
"17289",17291,13661,2,1,1,8e+05,0.6305,0,1,41,60,52,26,33,62,32,1,0,0,1
"17291",17293,2497,1,1,1,75000,0.7582,0,1,69,97,35,58,83,84,25,1,0,0,1
"17292",17294,2303,2,1,1,1e+06,0.7735,1,1,34,41,8,18,67,26,78,0,0,0,1
"17294",17296,1586,1,1,1,1,1.0382,2,1,51,77,70,38,59,88,22,0,0,0.997675715879509,1
"17295",17297,49459,1,1,1,250000,1.13,2,1,74,9,99,6,46,22,2,0,0,1,1
"17296",17298,4164,1,1,1,430000,0.805,0,1,59,37,12,56,66,18,29,1,0,0,1
"17297",17299,4044,1,1,1,11000,0.7813,0,1,34,66,42,22,77,26,66,1,0,1,1
"17298",17300,7034,1,1,1,1,1.4073,0,1,84,39,4,53,96,36,61,1,0,1,1
"17299",17301,7589,1,1,1.16,150001,1,0,1,58,53,60,30,87,63,33,1,0,0.999999289773232,1
"17300",17302,5560,1,1,0.85,13500,1,0,1,63,97,13,77,66,91,68,1,0,1,1
"17301",17303,532,3,1,1,1e+05,1.0591,0,0,69,32,91,3,30,94,1,1,0,0,1
"17304",17306,4571,2,1,1,1e+05,0.9538,0,1,69,62,62,76,40,47,2,1,0,0,1
"17306",17308,5954,2,1,0.76,1e+06,1,0,0,30,98,40,99,31,99,53,1,0,0,1
"17308",17310,6025,1,1,1,6e+05,0.8462,0,1,78,85,9,95,84,69,94,1,0,0,1
"17309",17311,2206,1,1,1.33,1e+05,1,0,1,59,22,23,77,55,30,85,1,0,0,1
"17312",17314,2983,4,1,1,1e+05,0.4721,1,0,73,87,76,37,84,19,24,0,0,0,1
"17314",17316,3877,1,1,1,350000,1,0,1,6,17,8,83,43,31,55,1,0,0,1
"17316",17318,4277,2,1,1,43200,1.5395,0,1,64,45,13,67,21,43,63,1,0,1,1
"17317",17319,1730,1,1,1,450000,0.5706,0,1,50,73,10,97,61,67,92,1,0,0,1
"17318",17320,1048,1,1,0.68,150000,1,0,1,31,65,98,19,30,41,45,1,0,0,1
"17319",17321,5416,2,1,1,350000,0.8378,0,1,61,41,94,24,68,25,9,1,0,0,1
"17321",17323,6028,1,1,1,6e+05,0.762,0,1,98,80,24,30,89,66,10,1,0,0,1
"17322",17324,2397,2,1,1.23,40000,1,0,1,12,89,73,94,24,29,70,1,0,1,1
"17324",17326,1597,1,1,1,118000,1.0751,0,1,79,78,16,84,86,69,93,1,0,0,1
