"","pol_entry_dt","pol_eff_dt"
"3485",2017-03-07,2017-04-01
"3486",2017-03-07,2017-06-01
"3487",2017-03-07,2017-05-10
"3488",2017-03-07,2017-04-11
"3489",2017-03-07,2017-04-01
"3490",2017-03-07,2017-04-17
"3492",2017-03-07,2017-04-02
"3496",2017-03-07,2017-05-07
"3498",2017-03-07,2017-04-29
"3500",2017-03-07,2017-05-01
"3502",2017-03-07,2017-04-30
"3506",2017-03-07,2017-04-15
"3507",2017-10-05,2017-10-06
"3508",2017-10-05,2017-10-06
"3509",2017-03-07,2017-05-10
"3510",2017-03-07,2017-11-20
"3515",2017-03-08,2017-04-19
"3516",2017-03-08,2017-05-13
"3518",2017-03-08,2017-05-01
"3520",2017-03-08,2017-05-28
"3521",2017-03-08,2017-04-08
"3522",2017-03-08,2017-04-05
"3523",2017-03-08,2017-05-01
"3524",2017-03-08,2017-05-08
"3525",2017-03-08,2017-04-17
"3526",2017-03-08,2017-04-25
"3527",2017-03-08,2017-05-15
"3528",2017-03-08,2017-04-07
"3529",2017-03-08,2017-04-16
"3530",2017-03-08,2017-04-13
"3531",2017-03-08,2017-06-01
"3532",2017-03-08,2017-06-01
"3533",2017-03-08,2017-04-08
"3534",2017-03-08,2017-04-01
"3535",2017-03-08,2017-04-01
"3537",2017-03-08,2017-05-01
"3539",2017-03-08,2017-04-16
"3541",2017-03-09,2017-05-01
"3542",2017-03-09,2017-05-15
"3544",2017-03-09,2017-04-01
"3545",2017-03-09,2017-05-05
"3546",2017-03-09,2017-04-09
"3547",2017-03-09,2017-05-01
"3548",2017-03-09,2017-06-29
"3549",2017-03-09,2017-04-08
"3550",2017-03-09,2017-04-30
"3552",2017-03-09,2017-04-02
"3553",2017-03-09,2017-04-01
"3554",2017-03-09,2017-04-18
"3555",2017-03-09,2017-04-22
"3556",2017-03-09,2017-07-19
"3559",2017-03-09,2017-05-01
"3560",2017-03-09,2017-05-22
"3561",2017-03-09,2017-05-01
"3563",2017-03-09,2017-05-14
"3565",2017-03-09,2017-04-07
"3568",2017-03-09,2017-04-01
"3569",2017-03-09,2017-09-04
"3570",2017-03-09,2017-08-27
"3571",2017-03-09,2017-04-01
"3572",2017-03-10,2017-04-01
"3573",2017-03-10,2017-04-07
"3574",2017-03-10,2017-07-01
"3576",2017-03-10,2017-05-31
"3577",2017-03-10,2017-04-05
"3581",2017-03-10,2017-06-29
"3582",2017-03-10,2017-05-31
"3583",2017-03-10,2017-08-07
"3584",2017-03-10,2017-04-01
"3585",2017-03-10,2017-04-01
"3586",2017-10-26,2017-11-01
"3587",2017-10-26,2018-01-05
"3588",2017-10-26,2017-11-02
"3589",2017-10-26,2017-12-13
"3593",2017-10-26,2017-11-17
"3594",2017-10-26,2017-12-17
"3595",2017-10-26,2017-11-24
"3597",2017-10-26,2017-10-26
"3598",2017-10-26,2018-01-01
"3599",2017-10-26,2017-11-01
"3601",2017-10-26,2017-11-01
"3603",2017-10-26,2017-10-27
"3604",2017-10-26,2017-12-01
"3607",2017-10-26,2017-10-30
"3609",2017-10-26,2017-11-01
"3610",2017-10-26,2017-11-01
"3611",2017-10-26,2017-12-02
"3612",2018-01-03,2018-03-01
"3613",2018-01-12,2018-03-15
"3614",2018-01-17,2018-02-21
"3617",2017-04-04,2017-05-12
"3618",2018-01-03,2018-03-06
"3619",2018-01-03,2018-03-22
"3620",2017-10-02,2017-12-12
"3621",2017-11-09,2017-12-02
"3622",2017-09-19,2017-11-18
"3623",2017-10-23,2017-11-19
"3626",2017-09-14,2017-11-24
"3627",2017-08-03,2017-11-14
"3629",2017-08-03,2017-11-25
"3631",2017-10-20,2018-01-01
"3632",2017-10-23,2017-12-30
"3633",2017-06-30,2017-08-28
"3634",2017-10-13,2017-12-28
"3636",2017-08-21,2017-10-01
"3637",2017-10-20,2017-11-07
"3638",2017-08-10,2017-09-01
"3639",2017-08-16,2017-09-08
"3640",2017-06-19,2017-08-28
"3641",2017-08-18,2017-09-01
"3642",2017-08-14,2017-09-07
"3643",2017-06-22,2017-09-01
"3644",2017-08-11,2017-09-01
"3645",2017-08-11,2017-09-01
"3649",2017-09-12,2017-10-01
"3650",2017-09-06,2017-09-09
"3651",2017-08-03,2017-10-08
"3652",2017-09-08,2017-10-01
"3653",2017-08-21,2017-09-03
"3654",2017-08-18,2017-09-09
"3655",2017-07-25,2017-09-08
"3657",2017-10-20,2017-11-24
"3658",2017-01-20,2017-04-01
"3659",2017-08-11,2017-10-01
"3662",2017-08-04,2017-09-13
"3663",2017-10-04,2017-10-08
"3664",2017-06-30,2017-09-14
"3666",2017-08-15,2017-09-11
"3668",2017-09-07,2018-01-04
"3669",2017-09-05,2017-10-01
"3670",2017-08-10,2017-09-17
"3672",2017-08-11,2017-09-16
"3675",2017-08-28,2017-09-17
"3677",2017-07-11,2017-09-20
"3678",2017-08-21,2017-10-18
"3679",2017-08-24,2017-10-18
"3680",2017-08-28,2017-09-24
"3681",2017-08-21,2017-10-02
"3682",2017-08-15,2017-09-24
"3683",2017-10-19,2017-11-07
"3684",2017-08-28,2017-09-28
"3685",2017-08-16,2017-10-01
"3686",2017-08-03,2017-10-15
"3687",2017-10-20,2017-10-01
"3691",2017-05-09,2017-06-25
"3692",2017-06-26,2017-06-01
"3693",2017-04-28,2017-08-24
"3694",2017-07-25,2017-08-01
"3697",2016-06-06,2017-09-01
"3698",2017-05-23,2017-06-25
"3699",2017-06-21,2017-07-01
"3700",2017-05-25,2017-06-02
"3701",2017-01-30,2017-06-08
"3702",2017-04-11,2017-06-09
"3703",2017-04-24,2017-06-09
"3704",2017-06-01,2017-06-10
"3706",2017-06-21,2017-08-08
"3707",2017-09-22,2017-11-01
"3708",2017-05-23,2017-06-17
"3710",2016-06-10,2017-08-07
"3711",2017-05-16,2017-06-24
"3712",2017-03-29,2017-06-25
"3713",2017-05-02,2017-06-26
"3714",2017-06-05,2017-06-14
"3715",2017-05-02,2017-06-20
"3716",2017-05-23,2017-06-14
"3717",2017-05-05,2017-07-01
"3719",2017-06-30,2017-07-15
"3720",2017-05-12,2017-06-17
"3722",2017-07-12,2017-09-15
"3724",2017-05-12,2017-06-27
"3725",2017-05-22,2017-07-08
"3728",2017-05-24,2017-07-01
"3729",2017-06-08,2017-06-20
"3730",2017-05-30,2017-06-01
"3732",2016-06-24,2017-07-22
"3733",2017-03-16,2017-06-01
"3734",2017-10-17,2017-08-01
"3735",2017-03-10,2017-05-20
"3736",2017-03-10,2017-05-19
"3737",2017-03-10,2017-04-01
"3738",2017-03-10,2017-04-25
"3739",2017-03-10,2017-04-01
"3740",2017-09-21,2017-09-21
"3741",2017-03-10,2017-04-28
"3742",2017-03-10,2017-05-31
"3744",2017-03-10,2017-05-01
"3745",2017-03-10,2017-04-01
"3749",2017-03-10,2017-10-16
"3750",2017-03-10,2017-04-01
"3751",2017-12-28,2018-01-15
"3752",2017-03-10,2017-05-26
"3753",2017-03-10,2017-06-03
"3754",2017-03-13,2017-05-01
"3755",2017-03-13,2017-04-25
"3756",2017-03-13,2017-04-20
"3757",2017-03-13,2017-04-17
"3759",2017-03-13,2017-04-02
"3761",2017-03-13,2017-08-18
"3762",2017-03-13,2017-04-23
"3763",2017-03-13,2017-05-10
"3764",2017-03-13,2017-04-17
"3765",2017-03-13,2017-05-13
"3767",2017-03-13,2017-04-03
"3769",2017-03-13,2017-04-03
"3770",2017-03-13,2017-04-10
"3771",2017-03-13,2017-07-01
"3773",2017-03-13,2017-04-19
"3774",2017-03-13,2017-04-27
"3775",2017-03-13,2017-06-01
"3776",2017-03-13,2017-08-21
"3777",2017-03-13,2017-05-21
"3778",2017-03-13,2018-04-09
"3781",2017-03-13,2017-04-29
"3783",2017-03-13,2017-04-17
"3784",2017-03-13,2017-04-10
"3785",2017-03-13,2017-05-22
"3786",2017-03-13,2017-04-24
"3787",2017-03-14,2017-05-25
"3788",2017-03-14,2017-04-01
"3789",2017-03-14,2017-04-21
"3790",2017-03-14,2017-04-10
"3791",2017-03-14,2017-06-12
"3792",2017-03-14,2017-04-06
"3794",2017-03-14,2017-12-05
"3795",2017-03-14,2017-06-26
"3797",2017-03-14,2017-06-01
"3799",2017-09-11,2017-09-12
"3800",2017-03-14,2017-05-01
"3801",2017-03-14,2017-09-07
"3803",2017-03-14,2017-04-01
"3805",2017-03-14,2017-05-15
"3806",2017-03-14,2017-04-05
"3807",2017-03-14,2017-04-01
"3808",2017-03-14,2017-06-02
"3810",2017-03-14,2017-04-03
"3811",2017-03-14,2017-05-01
"3812",2017-03-14,2017-05-01
"3813",2017-03-14,2017-04-01
"3814",2017-03-14,2017-04-17
"3815",2017-03-14,2017-05-08
"3816",2017-03-14,2017-04-12
"3818",2017-03-14,2017-05-11
"3820",2017-03-14,2017-04-01
"3821",2017-03-15,2017-11-15
"3822",2017-03-15,2017-04-10
"3824",2017-03-15,2017-04-07
"3825",2017-03-15,2017-06-05
"3826",2017-03-15,2017-05-01
"3827",2017-03-15,2017-04-15
"3828",2017-03-15,2018-04-08
"3830",2017-03-15,2017-04-16
"3831",2017-03-15,2017-04-01
"3832",2017-03-15,2017-04-25
"3833",2017-03-15,2017-05-04
"3834",2017-03-15,2017-05-01
"3835",2017-03-15,2017-08-07
"3836",2017-03-15,2017-06-13
"3837",2017-03-15,2017-04-27
"3838",2017-03-15,2017-04-01
"3839",2017-03-15,2017-04-01
"3840",2017-03-15,2017-04-15
"3841",2017-03-15,2017-05-10
"3842",2017-03-15,2017-05-23
"3843",2017-03-15,2017-04-03
"3844",2017-03-15,2017-04-30
"3845",2017-03-15,2017-08-01
"3847",2017-03-16,2017-04-15
"3848",2017-03-16,2018-04-01
"3850",2017-03-16,2017-04-15
"3851",2017-03-16,2017-07-16
"3852",2017-03-16,2017-04-19
"3853",2017-03-16,2017-04-04
"3854",2017-03-16,2017-06-29
"3857",2017-09-13,2017-11-01
"3859",2017-03-16,2017-04-01
"3860",2017-03-16,2017-04-01
"3861",2017-03-16,2017-04-04
"3863",2017-03-16,2017-05-01
"3864",2017-03-16,2017-08-25
"3865",2017-03-16,2017-07-03
"3866",2017-03-16,2017-05-01
"3867",2017-03-16,2017-04-02
"3868",2017-03-16,2017-06-02
"3869",2017-03-16,2017-04-01
"3871",2017-03-16,2017-05-01
"3872",2017-03-16,2018-04-03
"3873",2017-03-16,2017-05-01
"3874",2017-03-16,2017-06-01
"3875",2017-03-16,2017-04-18
"3876",2017-03-16,2017-04-01
"3877",2017-03-16,2017-04-04
"3878",2017-03-17,2017-06-01
"3879",2017-03-17,2017-05-22
"3881",2017-03-17,2017-05-21
"3883",2017-03-17,2017-04-01
"3884",2017-03-17,2017-06-01
"3885",2017-03-17,2017-04-21
"3886",2017-03-17,2017-04-12
"3888",2017-03-17,2017-04-13
"3889",2017-03-17,2017-04-01
"3890",2017-03-17,2017-04-01
"3891",2017-03-17,2017-04-10
"3892",2017-03-17,2017-04-01
"3894",2017-03-17,2017-05-01
"3895",2017-03-17,2017-05-15
"3896",2017-03-17,2017-04-16
"3897",2017-03-17,2017-05-30
"3898",2017-03-17,2017-04-05
"3899",2017-03-17,2017-04-11
"3900",2017-03-17,2017-04-15
"3901",2017-03-17,2017-04-01
"3902",2017-03-17,2017-04-06
"3903",2017-03-17,2017-05-08
"3904",2017-03-17,2017-04-20
"3905",2017-03-17,2017-04-03
"3906",2017-03-17,2017-04-01
"3907",2017-03-19,2017-04-24
"3910",2017-03-20,2018-04-01
"3911",2017-03-20,2017-05-01
"3912",2017-03-20,2017-05-11
"3914",2017-03-20,2017-07-29
"3918",2017-03-20,2017-04-10
"3919",2017-03-20,2017-06-01
"3920",2017-03-20,2017-04-01
"3923",2017-03-20,2017-04-05
"3924",2017-03-20,2017-04-12
"3925",2017-03-20,2017-04-10
"3926",2017-03-20,2017-04-13
"3928",2017-03-20,2017-05-01
"3929",2017-03-20,2017-04-28
"3930",2017-03-20,2017-05-13
"3931",2017-03-20,2017-05-01
"3932",2017-03-20,2017-05-01
"3933",2017-03-20,2017-05-04
"3934",2017-03-20,2017-05-01
"3935",2017-03-20,2017-04-11
"3936",2017-03-20,2017-07-05
"3937",2017-03-20,2017-04-01
"3938",2017-03-20,2017-04-28
"3939",2017-03-20,2017-05-02
"3940",2017-03-20,2017-04-01
"3941",2017-03-20,2017-04-01
"3942",2017-03-20,2017-05-01
"3944",2017-03-20,2017-04-05
"3945",2017-03-20,2017-04-01
"3946",2017-03-20,2017-08-24
"3949",2017-03-20,2017-05-26
"3951",2017-03-20,2017-07-14
"3952",2017-03-20,2017-05-01
"3953",2017-03-20,2017-08-01
"3958",2017-03-20,2017-04-01
"3959",2017-03-20,2017-06-01
"3960",2017-03-20,2017-04-20
"3962",2017-03-20,2017-05-03
"3963",2017-03-20,2017-05-20
"3964",2017-03-20,2017-05-12
"3965",2017-03-20,2017-04-01
"3966",2017-03-20,2017-05-04
"3967",2017-03-20,2017-04-01
"3968",2017-03-20,2017-04-17
"3969",2017-03-20,2017-04-01
"3970",2017-03-20,2017-05-01
"3972",2017-03-20,2017-05-15
"3973",2017-03-20,2017-06-28
"3974",2017-03-20,2017-06-28
"3975",2017-03-20,2017-04-06
"3976",2017-03-20,2017-05-15
"3980",2017-03-21,2017-04-10
"3981",2017-03-21,2017-04-22
"3982",2017-03-21,2017-04-15
"3983",2017-03-21,2017-06-01
"3987",2017-03-21,2017-04-15
"3988",2017-03-21,2017-04-15
"3989",2017-03-21,2017-04-01
"3990",2017-03-21,2017-06-08
"3992",2017-03-21,2017-05-15
"3993",2017-03-21,2017-04-22
"3994",2017-03-21,2017-04-05
"3995",2017-03-21,2017-05-26
"3997",2017-03-21,2017-04-26
"3998",2017-03-21,2017-05-01
"3999",2017-03-21,2017-05-01
"4000",2017-03-21,2017-05-01
"4001",2017-03-21,2017-04-01
"4003",2017-03-21,2017-04-30
"4004",2017-03-21,2017-07-01
"4006",2017-03-21,2017-04-01
"4007",2017-03-21,2017-04-10
"4012",2017-03-21,2017-04-28
"4013",2017-03-21,2017-06-01
"4015",2017-03-21,2017-04-01
"4016",2017-03-21,2017-05-11
"4018",2017-03-21,2017-05-15
"4019",2017-03-21,2017-04-25
"4020",2017-03-21,2017-05-26
"4021",2017-03-21,2017-05-01
"4022",2017-03-21,2017-05-08
"4023",2017-03-21,2017-04-07
"4024",2017-03-21,2017-05-16
"4025",2017-03-21,2017-04-01
"4026",2017-03-21,2017-04-22
"4027",2017-03-21,2017-04-25
"4029",2017-03-22,2017-06-01
"4030",2017-03-22,2017-06-01
"4031",2017-03-22,2017-04-01
"4035",2017-03-22,2017-05-11
"4036",2017-03-22,2017-05-01
"4037",2017-03-22,2017-04-01
"4038",2017-03-22,2017-06-01
"4039",2017-03-22,2017-04-03
"4041",2017-03-22,2017-04-07
"4042",2017-03-22,2017-04-01
"4043",2017-03-22,2017-04-01
"4044",2017-03-22,2017-04-15
"4046",2017-03-22,2017-04-04
"4047",2017-03-22,2017-04-01
"4048",2017-03-22,2017-05-16
"4049",2017-03-22,2017-04-03
"4053",2017-03-22,2017-04-24
"4054",2017-03-22,2017-05-05
"4056",2017-03-22,2017-04-15
"4057",2017-03-22,2017-05-08
"4058",2017-03-22,2017-07-01
"4059",2017-03-22,2017-04-18
"4060",2017-03-22,2017-05-01
"4061",2017-03-22,2017-04-17
"4062",2017-03-22,2017-07-24
"4063",2017-03-22,2017-04-01
"4064",2017-03-22,2017-04-07
"4067",2017-03-22,2017-04-01
"4068",2017-03-22,2017-04-08
"4069",2017-03-22,2017-06-01
"4071",2017-03-22,2017-04-01
"4073",2017-03-22,2017-04-06
"4074",2017-03-22,2017-04-01
"4075",2017-03-22,2017-04-18
"4076",2017-03-22,2017-04-01
"4077",2017-03-22,2017-04-15
"4078",2017-03-22,2017-10-15
"4080",2017-03-22,2017-04-15
"4081",2017-03-23,2017-04-02
"4082",2017-03-23,2017-04-04
"4083",2017-03-23,2017-04-01
"4084",2017-03-23,2017-05-18
"4085",2017-03-23,2017-08-08
"4086",2017-03-23,2017-05-18
"4088",2017-03-23,2017-04-16
"4089",2017-03-23,2017-05-01
"4093",2017-03-23,2017-05-22
"4094",2017-03-23,2017-04-01
"4095",2017-03-23,2017-04-01
"4097",2017-03-23,2017-04-04
"4098",2017-03-23,2017-04-13
"4100",2017-03-23,2017-07-07
"4101",2017-03-23,2017-04-20
"4102",2017-03-23,2017-04-01
"4103",2017-03-23,2017-04-30
"4106",2017-03-23,2017-04-02
"4107",2017-03-23,2017-04-03
"4109",2017-03-23,2017-05-01
"4125",2017-03-23,2017-08-15
"4126",2017-03-23,2017-04-28
"4127",2017-03-23,2017-05-01
"4128",2017-03-23,2017-04-28
"4129",2017-03-23,2017-04-08
"4130",2017-03-23,2017-04-20
"4131",2017-03-23,2017-04-14
"4133",2017-03-23,2017-04-01
"4134",2017-03-24,2017-04-05
"4135",2017-03-24,2017-04-20
"4136",2017-03-24,2017-05-22
"4137",2017-03-24,2017-04-19
"4138",2017-03-24,2017-04-15
"4140",2017-03-24,2017-05-04
"4141",2017-03-24,2017-04-06
"4142",2017-03-24,2017-04-07
"4143",2017-03-24,2017-04-01
"4144",2017-03-24,2017-04-15
"4145",2017-03-24,2017-04-01
"4147",2017-03-24,2017-05-01
"4148",2017-03-24,2017-05-01
"4149",2017-03-24,2017-04-01
"4150",2017-03-24,2017-06-19
"4152",2017-03-24,2017-05-04
"4153",2017-03-24,2017-04-15
"4154",2017-03-24,2017-04-12
"4155",2017-03-24,2017-05-01
"4156",2017-03-24,2017-05-01
"4157",2017-03-24,2017-04-01
"4160",2017-03-24,2017-05-07
"4163",2017-03-24,2017-05-01
"4164",2017-03-24,2017-05-13
"4165",2017-03-24,2017-04-20
"4166",2017-03-24,2017-05-08
"4168",2017-12-01,2017-12-01
"4169",2017-03-24,2017-07-13
"4170",2017-03-24,2017-05-20
"4172",2017-03-24,2017-04-01
"4175",2017-03-24,2017-05-14
"4176",2017-03-24,2017-04-28
"4179",2017-03-24,2017-04-01
"4180",2017-03-24,2017-06-13
"4181",2017-03-24,2017-04-06
"4182",2017-03-24,2017-05-01
"4183",2017-03-24,2017-04-23
"4184",2017-03-24,2017-04-01
"4185",2017-03-24,2017-04-01
"4187",2017-03-24,2017-05-17
"4188",2017-03-24,2017-04-28
"4189",2017-03-24,2017-04-03
"4190",2017-03-25,2017-05-01
"4191",2017-03-25,2017-05-17
"4192",2017-03-26,2017-04-01
"4193",2017-03-27,2017-04-01
"4194",2017-03-27,2017-04-01
"4195",2017-03-27,2017-04-09
"4196",2017-03-27,2017-06-02
"4197",2017-03-27,2017-08-13
"4198",2017-03-27,2017-06-01
"4200",2017-03-27,2017-05-19
"4201",2017-03-27,2017-04-25
"4202",2017-03-27,2017-04-23
"4206",2017-03-27,2017-04-01
"4207",2017-03-27,2017-04-19
"4208",2017-03-27,2017-04-01
"4209",2017-03-27,2017-04-15
"4210",2017-03-27,2017-04-10
"4211",2017-03-27,2017-04-28
"4212",2017-03-27,2017-04-01
"4213",2017-03-27,2017-05-20
"4214",2017-03-27,2017-04-10
"4215",2017-03-27,2017-04-10
"4217",2017-03-27,2017-04-07
"4218",2017-03-27,2017-04-01
"4219",2017-03-27,2017-04-01
"4220",2017-03-27,2017-05-31
"4221",2017-03-27,2017-04-15
"4223",2017-03-27,2017-05-01
"4224",2017-03-27,2017-05-07
"4225",2017-03-27,2017-04-22
"4226",2017-03-27,2017-05-19
"4227",2017-03-27,2017-08-29
"4228",2017-03-27,2017-04-01
"4229",2017-03-27,2017-04-01
"4230",2017-03-27,2017-04-01
"4231",2017-03-27,2017-04-27
"4233",2017-03-27,2017-04-01
"4234",2017-03-27,2017-04-01
"4235",2017-03-27,2017-04-12
"4236",2017-03-27,2017-08-25
"4237",2017-03-27,2017-04-03
"4243",2017-03-27,2017-04-06
"4244",2017-03-27,2017-04-01
"4245",2017-03-27,2017-06-24
"4247",2017-03-27,2017-05-16
"4248",2017-03-27,2017-04-17
"4250",2017-03-27,2017-04-01
"4251",2017-03-27,2017-11-15
"4253",2017-03-27,2017-04-05
"4254",2017-03-27,2017-04-13
"4255",2017-03-27,2017-04-01
"4256",2017-03-27,2017-05-27
"4257",2017-03-27,2017-07-14
"4258",2017-03-27,2017-04-09
"4259",2017-03-27,2017-05-01
"4260",2017-03-27,2017-04-20
"4261",2017-03-28,2017-04-22
"4262",2017-03-28,2017-04-25
"4263",2017-03-28,2017-05-15
"4264",2017-03-28,2017-04-01
"4265",2017-03-28,2017-05-21
"4266",2017-03-28,2017-05-14
"4267",2017-03-28,2017-04-01
"4270",2017-03-28,2017-04-01
"4271",2017-03-28,2017-04-17
"4273",2017-03-28,2017-05-01
"4274",2017-03-28,2017-05-19
"4275",2017-03-28,2017-05-10
"4276",2017-03-28,2017-04-03
"4277",2017-03-28,2017-05-07
"4278",2017-03-28,2017-04-01
"4279",2017-03-28,2017-04-01
"4280",2017-03-28,2017-04-05
"4281",2017-03-28,2017-06-01
"4282",2017-03-28,2017-04-17
"4283",2017-03-28,2017-06-01
"4284",2017-03-28,2017-04-25
"4285",2017-03-28,2017-04-30
"4286",2017-03-28,2017-04-07
"4287",2017-03-28,2017-06-01
"4288",2017-03-28,2017-04-10
"4289",2017-03-28,2017-04-05
"4290",2017-03-28,2017-04-13
"4291",2017-03-28,2017-06-20
"4292",2017-03-28,2017-04-10
"4293",2017-03-28,2017-04-01
"4294",2017-03-28,2017-04-17
"4295",2017-03-28,2017-05-01
"4296",2017-03-28,2017-05-10
"4297",2017-03-28,2017-04-28
"4298",2017-03-28,2017-04-15
"4299",2017-03-28,2017-04-03
"4300",2017-03-28,2017-04-03
"4301",2017-03-28,2017-04-15
"4302",2017-03-28,2017-04-01
"4303",2017-03-28,2017-05-01
"4304",2017-03-28,2017-05-01
"4305",2017-03-28,2017-04-03
"4306",2017-03-28,2017-04-11
"4307",2017-03-28,2017-04-05
"4308",2017-03-28,2017-05-31
"4309",2017-03-28,2017-04-28
"4311",2017-03-28,2017-05-01
"4312",2017-03-28,2017-04-05
"4313",2017-03-28,2017-04-07
"4314",2017-03-28,2017-04-03
"4315",2017-03-28,2017-04-19
"4316",2017-03-28,2017-05-01
"4317",2017-03-29,2017-04-11
"4318",2017-03-29,2017-04-01
"4319",2017-03-29,2017-04-13
"4320",2017-03-29,2017-05-01
"4321",2017-03-29,2017-05-01
"4323",2017-03-29,2017-05-01
"4326",2017-03-29,2017-06-01
"4327",2017-03-29,2017-05-02
"4328",2017-03-29,2017-04-10
"4329",2017-03-29,2017-04-01
"4330",2017-03-29,2017-04-02
"4331",2017-03-29,2017-04-01
"4332",2017-03-29,2017-04-07
"4333",2017-03-29,2017-07-01
"4334",2017-03-29,2017-07-01
"4335",2017-03-29,2017-04-06
"4336",2017-03-29,2017-04-15
"4337",2017-03-29,2017-04-21
"4338",2017-03-29,2017-06-09
"4339",2017-03-29,2017-04-24
"4341",2017-03-29,2018-04-01
"4343",2017-03-29,2017-05-20
"4344",2017-03-29,2017-04-03
"4345",2017-03-29,2017-05-20
"4346",2017-03-29,2017-04-13
"4347",2017-03-29,2017-04-05
"4348",2017-03-29,2017-04-28
"4349",2017-03-29,2017-04-30
"4350",2017-03-29,2017-05-13
"4351",2017-03-29,2017-04-03
"4352",2017-03-29,2017-04-27
"4353",2017-03-29,2017-04-01
"4354",2017-03-29,2017-04-25
"4355",2017-03-29,2017-04-01
"4356",2017-03-29,2017-06-09
"4357",2017-03-29,2017-05-01
"4358",2017-03-29,2017-04-21
"4359",2017-03-29,2017-04-04
"4360",2017-03-29,2017-05-17
"4361",2017-03-29,2017-06-15
"4362",2017-03-29,2017-04-01
"4363",2017-03-29,2017-04-01
"4364",2017-03-29,2017-04-01
"4365",2017-03-29,2017-05-15
"4366",2017-03-29,2017-05-01
"4367",2017-03-29,2017-04-03
"4368",2017-03-29,2017-05-09
"4369",2017-03-29,2017-06-11
"4370",2017-03-29,2017-05-10
"4371",2017-03-29,2017-04-08
"4372",2017-03-29,2017-05-14
"4373",2017-03-29,2017-04-05
"4375",2017-03-29,2017-06-30
"4376",2017-03-29,2017-06-30
"4377",2017-03-29,2017-05-01
"4378",2017-03-29,2017-05-06
"4379",2017-03-29,2017-04-07
"4380",2017-03-29,2017-04-01
"4381",2017-03-29,2017-05-20
"4386",2017-03-29,2017-05-09
"4387",2017-03-29,2017-05-01
"4388",2017-03-30,2017-04-03
"4389",2017-03-30,2017-04-07
"4390",2017-03-30,2017-05-25
"4393",2017-03-30,2017-06-29
"4394",2017-03-30,2017-04-28
"4395",2017-03-30,2017-04-01
"4396",2017-03-30,2017-05-29
"4397",2017-03-30,2017-05-02
"4399",2017-03-30,2017-04-01
"4401",2017-03-30,2017-04-12
"4402",2017-03-30,2017-04-03
"4403",2017-03-30,2017-04-03
"4404",2017-03-30,2017-05-09
"4406",2017-03-30,2017-05-01
"4407",2017-03-30,2017-05-01
"4408",2017-03-30,2017-05-11
"4409",2017-03-30,2017-04-15
"4410",2017-03-30,2017-04-21
"4411",2017-03-30,2017-04-04
"4412",2017-03-30,2017-06-28
"4413",2017-03-30,2017-05-01
"4414",2017-03-30,2017-06-03
"4416",2017-03-30,2017-08-01
"4417",2017-03-30,2017-08-05
"4418",2017-03-30,2017-04-04
"4419",2017-03-30,2017-05-13
"4420",2017-03-30,2017-04-28
"4421",2017-03-30,2017-04-26
"4422",2017-03-30,2017-04-15
"4424",2017-03-30,2017-04-01
"4425",2017-03-30,2017-04-10
"4426",2017-03-30,2017-05-06
"4427",2017-03-30,2017-06-08
"4428",2017-03-30,2017-05-01
"4429",2017-03-30,2017-04-03
"4430",2017-03-30,2017-04-30
"4431",2017-03-30,2017-04-01
"4433",2017-03-30,2017-04-15
"4434",2017-03-30,2017-04-01
"4435",2017-03-30,2017-06-01
"4436",2017-03-30,2017-04-03
"4437",2017-03-30,2017-05-01
"4438",2017-03-30,2017-05-01
"4439",2017-03-30,2017-04-15
"4442",2017-03-30,2017-04-12
"4443",2017-03-30,2017-04-19
"4444",2017-03-30,2017-06-15
"4445",2017-03-30,2017-04-01
"4446",2017-03-30,2017-04-04
"4447",2017-03-30,2017-04-04
"4448",2017-03-30,2017-04-11
"4449",2017-03-30,2017-04-30
"4450",2017-03-30,2017-05-01
"4451",2017-11-15,2017-11-15
"4452",2017-03-30,2017-04-01
"4453",2017-03-30,2017-04-02
"4454",2017-03-30,2017-04-03
"4455",2017-03-30,2017-04-10
"4456",2017-03-30,2017-04-03
"4458",2017-03-30,2017-05-17
"4459",2017-03-30,2017-05-15
"4460",2017-03-30,2017-04-18
"4462",2017-03-31,2017-04-20
"4463",2017-03-31,2017-05-02
"4464",2017-03-31,2017-06-01
"4465",2017-03-31,2017-04-23
"4466",2017-03-31,2017-04-20
"4467",2017-03-31,2017-05-09
"4468",2017-03-31,2017-04-16
"4469",2017-03-31,2017-04-18
"4470",2017-03-31,2017-04-17
"4471",2017-03-31,2017-05-01
"4472",2017-03-31,2017-06-23
"4474",2017-03-31,2017-04-05
"4475",2017-03-31,2017-04-03
"4476",2017-03-31,2017-04-01
"4478",2017-03-31,2017-04-07
"4479",2017-03-31,2017-04-03
"4482",2017-03-31,2017-04-07
"4483",2017-03-31,2017-04-18
"4486",2017-03-31,2017-07-28
"4488",2017-03-31,2017-04-13
"4489",2017-03-31,2017-04-03
"4491",2017-03-31,2017-05-09
"4492",2017-03-31,2017-04-07
"4493",2017-03-31,2017-05-06
"4495",2017-03-31,2017-05-04
"4496",2017-03-31,2017-04-03
"4498",2017-03-31,2017-06-01
"4499",2017-03-31,2017-04-19
"4500",2017-03-31,2017-05-31
"4501",2017-03-31,2017-04-19
"4502",2017-03-31,2017-04-10
"4503",2017-03-31,2017-04-15
"4504",2017-03-31,2017-04-01
"4505",2017-03-31,2017-04-18
