"","pol_entry_dt","pol_eff_dt"
"13230",2017-05-22,2017-05-30
"13231",2017-05-22,2017-05-30
"13232",2017-05-22,2017-06-13
"13233",2017-05-22,2017-06-05
"13234",2017-05-22,2017-06-15
"13235",2017-05-22,2017-05-25
"13236",2017-05-22,2017-05-27
"13237",2017-05-22,2017-06-03
"13239",2017-05-22,2017-05-26
"13240",2017-05-22,2017-06-13
"13241",2017-05-22,2017-05-22
"13244",2017-05-22,2017-06-01
"13245",2017-05-22,2017-07-01
"13246",2017-05-22,2017-06-01
"13247",2017-05-22,2017-05-22
"13248",2017-05-22,2017-06-01
"13250",2017-05-22,2017-07-16
"13251",2017-05-22,2017-05-22
"13252",2017-05-22,2017-06-01
"13254",2017-05-22,2017-06-01
"13255",2017-05-22,2017-05-22
"13257",2017-05-22,2017-06-01
"13258",2017-05-22,2017-05-23
"13259",2017-05-22,2017-05-22
"13261",2017-05-22,2017-06-01
"13262",2017-05-22,2017-07-14
"13263",2017-05-22,2017-05-26
"13264",2017-05-22,2017-05-25
"13265",2017-05-22,2017-11-15
"13266",2017-05-22,2017-06-01
"13267",2017-05-22,2017-06-02
"13269",2017-05-22,2017-05-22
"13272",2017-05-22,2017-06-08
"13274",2017-05-22,2017-05-25
"13276",2017-05-22,2017-08-02
"13278",2017-05-22,2017-06-20
"13279",2017-05-22,2017-06-01
"13280",2017-05-22,2017-05-22
"13281",2017-05-22,2017-05-22
"13282",2017-05-22,2017-06-01
"13283",2017-05-22,2017-07-06
"13284",2017-05-22,2017-05-23
"13285",2017-05-22,2017-06-01
"13286",2017-05-23,2017-06-01
"13287",2017-05-23,2017-07-15
"13288",2017-05-23,2017-07-01
"13290",2017-05-23,2017-05-24
"13291",2017-05-23,2017-06-22
"13292",2017-05-23,2017-05-23
"13293",2017-05-23,2017-05-25
"13294",2017-05-23,2017-05-31
"13295",2017-05-23,2017-07-01
"13296",2017-05-23,2017-05-23
"13297",2017-05-23,2017-06-01
"13298",2017-05-23,2017-05-23
"13299",2017-05-23,2017-05-31
"13300",2017-05-23,2017-06-02
"13301",2017-05-23,2017-05-25
"13302",2017-05-23,2017-09-06
"13303",2017-05-23,2017-06-15
"13304",2017-05-23,2017-09-01
"13305",2017-05-23,2017-06-30
"13306",2017-05-23,2017-05-23
"13307",2017-05-23,2017-06-10
"13308",2017-05-23,2017-05-23
"13309",2017-05-23,2017-05-30
"13310",2017-05-23,2017-06-01
"13311",2017-05-23,2017-06-29
"13312",2017-05-23,2017-06-27
"13314",2017-05-23,2017-06-02
"13315",2017-05-23,2017-06-03
"13316",2017-05-23,2017-05-23
"13319",2017-05-23,2017-07-01
"13320",2017-05-23,2017-06-15
"13321",2017-05-23,2017-06-01
"13323",2017-05-23,2017-06-02
"13324",2017-05-23,2017-08-01
"13325",2017-05-23,2017-06-28
"13326",2017-05-23,2017-06-26
"13327",2017-05-23,2017-05-31
"13328",2017-05-23,2017-05-23
"13329",2017-05-23,2017-07-10
"13330",2017-05-23,2017-05-30
"13331",2017-05-23,2017-07-18
"13332",2017-05-23,2017-06-02
"13334",2017-05-23,2017-06-01
"13335",2017-05-23,2017-06-17
"13336",2017-05-23,2017-07-27
"13337",2017-05-23,2017-06-01
"13338",2017-05-23,2017-06-21
"13339",2017-05-23,2017-09-01
"13342",2017-05-23,2017-06-18
"13343",2017-05-23,2017-05-31
"13346",2017-05-23,2017-05-29
"13347",2017-05-23,2017-05-25
"13348",2017-05-23,2017-06-01
"13350",2017-05-23,2017-06-27
"13351",2017-05-23,2017-06-09
"13352",2017-05-23,2017-07-09
"13353",2017-05-23,2017-07-07
"13354",2017-05-23,2017-05-23
"13358",2017-05-23,2017-06-01
"13360",2017-05-23,2017-05-29
"13361",2017-05-23,2017-07-13
"13362",2017-05-23,2017-06-13
"13363",2017-05-23,2017-07-31
"13364",2017-05-23,2017-05-26
"13366",2017-05-23,2017-05-23
"13367",2017-05-23,2017-06-01
"13368",2017-05-23,2017-06-04
"13369",2017-05-23,2017-06-17
"13370",2017-05-23,2017-06-01
"13372",2017-05-23,2017-05-31
"13373",2017-05-23,2017-05-23
"13374",2017-05-23,2017-07-27
"13375",2017-05-23,2017-05-24
"13378",2017-05-23,2017-05-12
"13379",2017-05-23,2017-08-22
"13380",2017-05-23,2017-06-24
"13381",2017-05-23,2017-05-06
"13382",2017-05-23,2017-06-01
"13383",2017-05-23,2017-07-01
"13385",2017-05-23,2017-06-15
"13386",2017-05-23,2017-06-22
"13387",2017-05-23,2017-05-29
"13388",2017-05-23,2017-06-12
"13389",2017-05-23,2017-08-30
"13390",2017-05-23,2017-08-08
"13391",2017-05-23,2017-06-16
"13393",2017-05-23,2017-07-11
"13394",2017-05-23,2017-06-24
"13395",2017-05-23,2017-05-26
"13397",2017-05-23,2017-06-01
"13398",2017-05-23,2017-06-18
"13399",2017-05-23,2017-05-23
"13400",2017-05-23,2017-07-01
"13401",2017-05-23,2017-05-23
"13403",2017-05-23,2017-05-26
"13404",2017-05-23,2017-06-02
"13405",2017-05-23,2017-05-23
"13406",2017-05-23,2017-07-01
"13407",2017-05-23,2017-06-04
"13408",2017-05-23,2017-05-25
"13409",2017-05-23,2017-06-01
"13410",2017-05-23,2017-05-27
"13412",2017-05-23,2017-05-24
"13413",2017-05-23,2017-07-01
"13417",2017-05-23,2017-06-01
"13418",2017-05-23,2017-07-06
"13419",2017-05-23,2017-06-08
"13420",2017-05-23,2017-05-23
"13421",2017-05-23,2017-08-24
"13422",2017-05-23,2017-07-01
"13423",2017-05-23,2017-06-02
"13424",2017-05-23,2017-09-18
"13425",2017-05-23,2017-05-23
"13426",2017-05-23,2017-06-21
"13428",2017-05-23,2017-05-15
"13429",2017-05-23,2017-07-08
"13430",2017-05-23,2017-05-30
"13431",2017-05-23,2017-06-21
"13432",2017-05-23,2017-06-01
"13433",2017-05-23,2017-05-23
"13434",2017-05-23,2017-05-23
"13435",2017-05-23,2017-06-15
"13436",2017-05-23,2017-06-01
"13438",2017-05-23,2017-06-01
"13440",2017-05-23,2017-06-17
"13441",2017-05-23,2017-07-14
"13443",2017-05-23,2017-05-30
"13444",2017-05-23,2017-05-25
"13445",2017-05-23,2017-08-10
"13446",2017-05-23,2017-05-29
"13448",2017-05-23,2017-05-23
"13449",2017-05-23,2017-07-02
"13451",2017-05-24,2017-08-06
"13452",2017-05-24,2017-05-26
"13454",2017-05-24,2017-05-26
"13455",2017-05-24,2017-05-26
"13456",2017-05-24,2017-06-01
"13457",2017-05-24,2017-06-15
"13459",2017-05-24,2017-06-01
"13460",2017-05-24,2017-05-25
"13461",2017-05-24,2017-06-22
"13462",2017-05-24,2017-07-14
"13464",2017-05-24,2017-06-22
"13465",2017-05-24,2017-06-12
"13466",2017-05-24,2017-05-25
"13467",2017-05-24,2017-06-04
"13469",2017-05-24,2017-07-01
"13471",2017-05-24,2017-06-01
"13473",2017-05-24,2017-05-24
"13474",2017-05-24,2017-07-01
"13475",2017-05-24,2017-07-07
"13476",2017-05-24,2017-06-01
"13479",2017-05-24,2017-07-23
"13480",2017-05-24,2017-05-24
"13481",2017-05-24,2017-06-18
"13482",2017-05-24,2017-05-24
"13483",2017-05-24,2017-06-02
"13485",2017-05-24,2017-06-24
"13486",2017-05-24,2017-07-02
"13487",2017-05-24,2017-07-18
"13488",2017-05-24,2017-06-06
"13489",2017-05-24,2017-05-24
"13490",2017-05-24,2017-06-05
"13491",2017-05-24,2017-05-24
"13492",2017-05-24,2017-06-01
"13493",2017-05-24,2017-06-12
"13494",2017-05-24,2017-07-01
"13495",2017-05-24,2017-05-31
"13498",2017-05-24,2017-07-31
"13499",2017-05-24,2017-05-29
"13500",2017-05-24,2017-06-01
"13501",2017-05-24,2017-07-01
"13502",2017-05-24,2017-06-14
"13503",2017-05-24,2017-06-01
"13505",2017-05-24,2017-07-01
"13506",2017-05-24,2017-05-20
"13507",2017-05-24,2017-06-14
"13508",2017-05-24,2017-07-02
"13509",2017-05-24,2017-05-24
"13510",2017-05-24,2017-05-24
"13511",2017-05-24,2017-05-24
"13512",2017-05-24,2017-06-15
"13513",2017-05-24,2017-05-25
"13514",2017-05-24,2017-08-31
"13515",2017-05-24,2017-06-03
"13516",2017-05-24,2017-06-19
"13518",2017-05-24,2017-06-12
"13520",2017-05-24,2017-06-12
"13521",2017-05-24,2017-06-03
"13522",2017-05-24,2017-05-24
"13523",2017-05-24,2017-06-06
"13524",2017-05-24,2017-05-24
"13526",2017-05-24,2017-08-01
"13527",2017-05-24,2017-08-26
"13528",2017-05-24,2017-07-01
"13529",2017-05-24,2017-05-24
"13530",2017-05-24,2017-06-03
"13531",2017-05-24,2017-06-15
"13532",2017-05-24,2017-06-11
"13533",2017-05-24,2017-07-01
"13534",2017-05-24,2017-06-05
"13535",2017-05-24,2017-06-04
"13536",2017-05-24,2017-05-24
"13538",2017-05-24,2017-07-01
"13539",2017-05-24,2017-07-01
"13540",2017-05-24,2017-05-24
"13541",2017-05-24,2017-06-24
"13542",2017-05-24,2017-09-24
"13543",2017-05-24,2017-07-01
"13545",2017-05-24,2017-07-24
"13547",2017-05-24,2017-05-24
"13549",2017-05-24,2017-05-27
"13550",2017-05-24,2017-05-16
"13551",2017-05-24,2017-05-06
"13552",2017-05-24,2017-05-24
"13554",2017-05-24,2017-07-01
"13556",2017-05-24,2017-07-01
"13557",2017-05-25,2017-06-01
"13561",2017-05-25,2017-06-03
"13562",2017-05-25,2017-05-28
"13564",2017-05-25,2017-05-25
"13566",2017-05-25,2017-06-16
"13569",2017-05-25,2017-06-28
"13571",2017-05-25,2017-06-30
"13572",2017-05-25,2017-06-01
"13573",2017-05-25,2017-05-30
"13574",2017-05-25,2017-06-15
"13576",2017-05-25,2017-07-01
"13578",2017-05-25,2017-06-02
"13580",2017-05-25,2017-06-23
"13581",2017-05-25,2017-06-08
"13584",2017-05-25,2017-09-01
"13585",2017-05-25,2017-07-15
"13586",2017-05-25,2017-05-25
"13587",2017-05-25,2017-06-20
"13588",2017-05-25,2017-06-01
"13589",2017-05-25,2017-05-25
"13590",2017-05-25,2017-07-01
"13591",2017-05-25,2017-05-29
"13592",2017-05-25,2017-06-10
"13593",2017-05-25,2017-05-25
"13594",2017-05-25,2017-06-23
"13595",2017-05-25,2017-05-25
"13596",2017-05-25,2017-10-12
"13597",2017-05-25,2017-06-30
"13598",2017-05-25,2017-06-08
"13599",2017-05-25,2017-06-15
"13600",2017-05-25,2017-06-01
"13601",2017-05-25,2017-06-12
"13602",2017-05-25,2017-06-26
"13604",2017-05-25,2017-05-27
"13607",2017-05-25,2017-07-15
"13608",2017-05-25,2017-05-25
"13609",2017-05-25,2017-06-01
"13610",2017-05-25,2017-05-15
"13611",2017-05-25,2017-06-17
"13612",2017-05-25,2017-05-25
"13613",2017-05-25,2017-05-31
"13615",2017-05-25,2017-07-01
"13616",2017-05-25,2017-05-26
"13617",2017-05-25,2017-06-30
"13618",2017-05-25,2017-06-01
"13619",2017-05-25,2017-07-01
"13620",2017-05-25,2017-06-21
"13621",2017-05-25,2017-06-01
"13626",2017-05-25,2017-06-01
"13627",2017-05-25,2017-06-01
"13628",2017-05-25,2017-05-26
"13629",2017-05-25,2017-05-25
"13630",2017-05-25,2017-05-31
"13631",2017-05-25,2017-06-01
"13632",2017-05-25,2017-05-25
"13634",2017-05-25,2017-05-25
"13635",2017-05-25,2017-07-17
"13640",2017-05-25,2017-07-15
"13642",2017-05-25,2017-08-04
"13643",2017-05-25,2017-07-15
"13644",2017-05-25,2017-05-25
"13645",2017-05-25,2017-06-18
"13646",2017-05-25,2017-10-01
"13647",2017-05-25,2017-06-16
"13648",2017-05-25,2017-06-01
"13649",2017-05-25,2017-05-31
"13653",2017-05-25,2017-06-01
"13654",2017-05-25,2017-07-02
"13655",2017-05-25,2017-06-15
"13656",2017-05-25,2017-06-01
"13657",2017-05-25,2017-07-30
"13659",2017-05-25,2017-06-08
"13660",2017-05-25,2017-05-25
"13661",2017-05-25,2017-05-29
"13662",2017-05-25,2017-06-02
"13663",2017-05-25,2017-06-11
"13664",2017-05-25,2017-05-24
"13665",2017-05-25,2017-06-20
"13666",2017-05-25,2017-05-30
"13667",2017-05-25,2017-06-01
"13668",2017-05-25,2017-07-24
"13669",2017-05-25,2017-06-01
"13670",2017-05-25,2017-07-13
"13674",2017-05-25,2017-05-31
"13675",2017-05-25,2017-05-27
"13676",2017-05-25,2017-07-01
"13677",2017-05-25,2017-09-14
"13678",2017-05-25,2017-06-01
"13679",2017-05-25,2017-06-09
"13680",2017-05-25,2017-06-01
"13682",2017-05-25,2017-05-12
"13683",2017-05-25,2017-06-05
"13684",2017-05-25,2017-06-01
"13685",2017-05-25,2017-06-15
"13686",2017-05-25,2017-06-15
"13692",2017-05-25,2017-06-01
"13693",2017-05-25,2017-06-01
"13694",2017-05-25,2017-06-12
"13695",2017-05-25,2017-07-21
"13696",2017-05-25,2017-05-25
"13697",2017-05-25,2017-05-29
"13698",2017-05-25,2017-05-25
"13699",2017-05-25,2017-05-25
"13700",2017-05-25,2017-06-05
"13701",2017-05-26,2017-06-09
"13702",2017-05-26,2017-06-05
"13703",2017-05-26,2017-07-01
"13704",2017-05-26,2017-05-27
"13705",2017-05-26,2017-05-31
"13706",2017-05-26,2017-06-01
"13707",2017-05-26,2017-07-22
"13708",2017-05-26,2017-06-01
"13709",2017-05-26,2017-05-26
"13710",2017-05-26,2017-06-15
"13711",2017-05-26,2017-06-02
"13713",2017-05-26,2017-07-01
"13714",2017-05-26,2017-06-06
"13715",2017-05-26,2017-08-29
"13717",2017-05-26,2017-07-01
"13720",2017-05-26,2017-06-01
"13722",2017-05-26,2017-05-25
"13723",2017-05-26,2017-05-30
"13725",2017-05-26,2017-06-05
"13726",2017-05-26,2017-06-01
"13727",2017-05-26,2017-05-29
"13728",2017-05-26,2017-05-27
"13729",2017-05-26,2017-06-01
"13733",2017-05-26,2017-06-01
"13734",2017-05-26,2017-05-29
"13735",2017-05-26,2017-05-29
"13736",2017-05-26,2017-06-10
"13737",2017-05-26,2017-07-01
"13738",2017-05-26,2017-06-01
"13739",2017-05-26,2017-06-15
"13740",2017-05-26,2017-05-30
"13741",2017-05-26,2017-06-13
"13742",2017-05-26,2017-06-15
"13743",2017-05-26,2017-06-12
"13744",2017-05-26,2017-05-26
"13745",2017-05-26,2017-05-31
"13746",2017-05-26,2017-05-30
"13747",2017-05-26,2017-06-02
"13748",2017-05-26,2017-07-10
"13749",2017-05-26,2017-06-11
"13750",2017-05-26,2017-09-01
"13751",2017-05-26,2017-06-19
"13752",2017-05-26,2017-05-31
"13754",2017-05-26,2017-05-26
"13755",2017-05-26,2017-06-01
"13756",2017-05-26,2017-07-31
"13757",2017-05-26,2017-05-30
"13758",2017-05-26,2017-05-29
"13759",2017-05-26,2017-06-15
"13760",2017-05-26,2017-06-04
"13761",2017-05-26,2017-05-26
"13762",2017-05-26,2017-07-01
"13763",2017-05-26,2017-11-10
"13764",2017-05-26,2017-07-01
"13765",2017-05-26,2017-06-10
"13766",2017-05-26,2017-05-31
"13767",2017-05-26,2017-06-28
"13768",2017-05-26,2017-07-01
"13770",2017-05-26,2017-07-28
"13773",2017-05-26,2017-07-01
"13775",2017-05-26,2017-05-26
"13776",2017-05-26,2017-05-26
"13777",2017-05-26,2017-06-01
"13778",2017-05-26,2017-07-01
"13779",2017-05-26,2017-05-26
"13780",2017-05-26,2017-08-11
"13781",2017-05-26,2017-07-01
"13782",2017-05-26,2017-06-01
"13783",2017-05-26,2017-08-11
"13784",2017-05-26,2017-06-01
"13785",2017-05-26,2017-07-04
"13786",2017-05-26,2017-06-26
"13787",2017-05-26,2017-06-26
"13788",2017-05-26,2017-06-27
"13789",2017-05-26,2017-06-25
"13794",2017-05-26,2017-06-02
"13795",2017-05-26,2017-05-25
"13796",2017-05-26,2017-05-26
"13797",2017-05-26,2017-07-01
"13798",2017-05-26,2017-06-13
"13799",2017-05-26,2017-07-01
"13800",2017-05-26,2017-05-29
"13802",2017-05-26,2017-06-09
"13803",2017-05-26,2017-08-25
"13804",2017-05-26,2017-06-19
"13805",2017-05-26,2017-06-09
"13806",2017-05-26,2017-08-15
"13807",2017-05-26,2017-06-07
"13808",2017-05-26,2017-06-06
"13809",2017-05-26,2017-05-27
"13811",2017-05-26,2017-10-01
"13815",2017-05-26,2017-05-26
"13816",2017-05-26,2017-06-01
"13817",2017-05-26,2017-06-01
"13818",2017-05-26,2017-06-08
"13819",2017-05-26,2017-05-26
"13820",2017-05-26,2017-08-17
"13822",2017-05-26,2017-06-01
"13823",2017-05-26,2017-07-01
"13824",2017-05-26,2017-09-01
"13825",2017-05-26,2017-05-30
"13826",2017-05-26,2017-06-07
"13828",2017-05-26,2017-06-01
"13830",2017-05-26,2017-06-10
"13831",2017-05-26,2017-07-10
"13832",2017-05-26,2017-06-15
"13834",2017-05-27,2017-07-28
"13835",2017-05-27,2017-07-15
"13836",2017-05-27,2017-05-29
"13837",2017-05-29,2017-06-15
"13838",2017-05-29,2017-07-27
"13839",2017-05-30,2017-05-30
"13840",2017-05-30,2017-07-01
"13841",2017-05-30,2017-05-30
"13843",2017-05-30,2017-06-08
"13844",2017-05-30,2017-06-06
"13847",2017-05-30,2018-03-02
"13849",2017-05-30,2017-06-16
"13850",2017-05-30,2017-07-01
"13851",2017-05-30,2017-05-30
"13854",2017-05-30,2017-06-29
"13858",2017-05-30,2017-06-02
"13859",2017-05-30,2017-06-15
"13860",2017-05-30,2017-06-01
"13861",2017-05-30,2017-05-30
"13863",2017-05-30,2017-06-30
"13864",2017-05-30,2017-07-01
"13865",2017-05-30,2017-08-01
"13867",2017-05-30,2017-05-31
"13868",2017-05-30,2017-06-01
"13872",2017-05-30,2017-10-06
"13873",2017-05-30,2017-07-21
"13875",2017-05-30,2017-06-06
"13877",2017-05-30,2017-06-01
"13878",2017-05-30,2017-06-28
"13879",2017-05-30,2017-06-01
"13880",2017-05-30,2017-06-14
"13882",2017-05-30,2017-06-01
"13883",2017-05-30,2017-05-30
"13884",2017-05-30,2017-05-30
"13885",2017-05-30,2017-06-15
"13886",2017-05-30,2017-06-10
"13887",2017-05-30,2017-06-01
"13888",2017-05-30,2017-07-24
"13889",2017-05-30,2017-08-09
"13893",2017-05-30,2017-06-01
"13894",2017-05-30,2017-06-30
"13897",2017-05-30,2017-06-01
"13898",2017-11-27,2018-01-01
"13900",2017-05-30,2017-07-25
"13901",2017-05-30,2017-05-30
"13904",2017-05-30,2017-05-31
"13905",2017-05-30,2017-07-09
"13906",2017-05-30,2017-06-21
"13908",2017-05-30,2017-06-15
"13910",2017-05-30,2017-06-01
"13911",2017-05-30,2017-06-01
"13913",2017-05-30,2017-07-01
"13915",2017-05-30,2017-06-09
"13916",2017-05-30,2017-07-01
"13917",2017-05-30,2017-06-01
"13918",2017-05-30,2017-05-30
"13919",2017-05-30,2017-06-14
"13920",2017-05-30,2017-05-30
"13921",2017-05-30,2017-06-01
"13922",2017-05-30,2017-06-01
"13923",2017-05-30,2017-06-01
"13924",2017-05-30,2017-05-30
"13925",2017-05-30,2017-05-30
"13926",2017-05-30,2017-06-15
"13927",2017-05-30,2017-06-15
"13929",2017-05-30,2017-05-30
"13930",2017-05-30,2017-05-31
"13931",2017-05-30,2017-07-01
"13932",2017-05-30,2017-06-22
"13934",2017-05-30,2017-07-08
"13936",2017-05-30,2017-05-30
"13937",2017-05-30,2017-06-02
"13940",2017-05-30,2017-10-01
"13942",2017-05-30,2017-05-30
"13943",2017-05-30,2017-07-01
"13944",2017-05-30,2017-06-15
"13945",2017-05-30,2017-07-25
"13946",2017-05-30,2017-06-30
"13947",2017-05-30,2017-06-06
"13948",2017-05-30,2017-06-15
"13949",2017-05-30,2017-08-15
"13950",2017-05-30,2017-06-10
"13951",2017-05-30,2017-07-01
"13952",2017-05-30,2017-05-30
"13953",2017-05-30,2017-07-01
"13954",2017-05-30,2017-06-01
"13955",2017-05-30,2017-08-04
"13957",2017-05-30,2017-06-01
"13958",2017-05-30,2017-05-31
"13959",2017-05-30,2017-06-01
"13960",2017-05-30,2017-06-13
"13961",2017-05-30,2017-08-05
"13962",2017-05-30,2017-05-30
"13963",2017-05-30,2017-06-15
"13964",2017-05-30,2017-06-06
"13965",2017-05-30,2017-06-10
"13967",2017-05-30,2017-09-12
"13968",2017-05-30,2017-07-29
"13969",2017-05-30,2017-06-13
"13970",2017-05-30,2017-06-20
"13971",2017-05-30,2017-06-24
"13972",2017-05-30,2017-05-31
"13973",2017-05-30,2017-06-09
"13974",2017-05-30,2017-06-22
"13976",2017-05-30,2017-06-22
"13977",2017-05-30,2017-06-20
"13978",2017-05-31,2017-06-23
"13979",2017-05-31,2017-05-31
"13980",2017-05-31,2017-05-31
"13983",2017-05-31,2017-06-05
"13985",2017-05-31,2017-06-15
"13987",2017-05-31,2017-08-01
"13988",2017-05-31,2017-06-09
"13989",2017-05-31,2017-06-15
"13991",2017-05-31,2017-07-27
"13992",2017-05-31,2017-06-02
"13993",2017-05-31,2017-06-01
"13994",2017-05-31,2017-08-15
"13995",2017-05-31,2017-05-31
"13996",2017-05-31,2017-06-08
"13997",2017-05-31,2017-06-12
"13998",2017-05-31,2017-06-01
"13999",2017-05-31,2017-07-15
"14000",2017-05-31,2017-07-01
"14001",2017-05-31,2017-07-01
"14002",2017-05-31,2017-06-02
"14003",2017-05-31,2017-06-09
"14004",2017-05-31,2017-06-15
"14005",2017-05-31,2017-05-31
"14007",2017-05-31,2017-06-01
"14009",2017-05-31,2017-07-15
"14010",2017-05-31,2017-06-15
"14011",2017-05-31,2017-05-31
"14012",2017-05-31,2017-08-29
"14013",2017-05-31,2017-07-01
"14014",2017-05-31,2017-06-01
"14015",2017-05-31,2017-07-01
"14017",2017-05-31,2017-06-01
"14018",2017-05-31,2017-05-31
"14019",2017-05-31,2017-05-31
"14020",2017-05-31,2017-07-07
"14021",2017-06-19,2017-05-31
"14022",2017-05-31,2017-07-01
"14023",2017-05-31,2017-05-31
"14024",2017-05-31,2017-06-27
"14025",2017-05-31,2017-06-20
"14026",2017-05-31,2017-05-31
"14027",2017-05-31,2017-06-03
"14028",2017-05-31,2017-07-01
"14030",2017-05-31,2017-05-30
"14032",2017-05-31,2017-06-09
"14033",2017-05-31,2017-09-19
"14034",2017-05-31,2017-06-15
"14036",2017-05-31,2017-06-01
"14037",2017-05-31,2017-05-31
"14038",2017-05-31,2017-06-01
"14039",2017-05-31,2017-06-12
"14040",2017-05-31,2017-06-15
"14041",2017-05-31,2017-07-01
"14042",2017-05-31,2017-08-15
"14043",2017-05-31,2017-08-11
"14045",2017-05-31,2017-09-11
"14046",2017-05-31,2017-06-01
"14047",2017-05-31,2017-06-01
"14048",2017-05-31,2017-06-05
"14049",2017-05-31,2017-05-31
"14050",2017-05-31,2017-07-21
"14051",2017-05-31,2017-06-01
"14052",2017-05-31,2017-06-01
"14053",2017-05-31,2017-06-05
"14054",2017-05-31,2017-05-31
"14055",2017-05-31,2017-06-15
"14056",2017-05-31,2017-06-01
"14057",2017-05-31,2017-05-31
"14058",2017-05-31,2017-05-31
"14059",2017-05-31,2017-05-31
"14060",2017-05-31,2017-05-30
"14061",2017-05-31,2017-06-01
"14062",2017-05-31,2017-06-01
"14063",2017-05-31,2017-06-13
"14066",2017-05-31,2017-06-01
"14067",2017-05-31,2017-06-01
"14068",2017-05-31,2017-06-15
"14069",2017-05-31,2017-05-31
"14070",2017-05-31,2017-06-01
"14072",2017-05-31,2017-09-19
"14073",2017-05-31,2017-07-04
"14074",2017-05-31,2017-07-01
"14075",2017-05-31,2017-05-31
"14078",2017-05-31,2017-06-22
"14079",2017-05-31,2017-07-01
"14081",2017-05-31,2017-05-19
"14082",2017-05-31,2017-06-09
"14083",2017-05-31,2017-05-31
"14084",2017-05-31,2017-05-31
"14085",2017-05-31,2017-06-02
"14086",2017-05-31,2017-06-30
"14087",2017-05-31,2017-07-10
"14088",2017-05-31,2017-06-01
"14089",2017-05-31,2017-06-20
"14090",2017-05-31,2017-06-20
"14091",2017-05-31,2017-06-20
"14092",2017-05-31,2017-06-11
"14093",2017-05-31,2017-06-23
"14094",2017-05-31,2017-06-01
"14095",2017-05-31,2017-06-05
"14096",2017-05-31,2017-06-01
"14097",2017-05-31,2017-07-14
"14101",2017-05-31,2017-07-01
"14103",2017-05-31,2017-06-30
"14104",2017-05-31,2017-06-10
"14105",2017-05-31,2017-07-09
"14106",2017-05-31,2017-05-31
"14107",2017-05-31,2017-06-16
"14108",2017-05-31,2017-08-05
"14109",2017-05-31,2017-06-02
"14110",2017-05-31,2017-06-01
"14111",2017-05-31,2017-05-31
"14113",2017-05-31,2017-08-05
"14114",2017-05-31,2017-06-26
"14115",2017-05-31,2017-07-15
"14117",2017-05-31,2017-05-09
"14119",2017-05-31,2017-06-01
"14120",2017-05-31,2017-05-31
"14121",2017-05-31,2017-06-15
"14122",2017-05-31,2017-06-01
"14123",2017-05-31,2017-06-01
"14124",2017-05-31,2017-05-04
"14125",2017-05-31,2017-06-01
"14126",2017-05-31,2017-05-31
"14127",2017-05-31,2017-05-06
"14128",2017-05-31,2017-05-07
"14129",2017-05-31,2017-06-03
"14130",2017-05-31,2017-06-07
"14131",2017-05-31,2017-06-09
"14132",2017-05-31,2017-06-02
"14133",2017-05-31,2017-07-01
"14134",2017-05-31,2017-06-10
"14135",2017-05-31,2017-06-30
"14136",2017-05-31,2017-06-15
"14137",2017-05-31,2017-08-01
"14138",2017-06-01,2017-06-30
"14139",2017-06-01,2017-07-10
"14140",2017-06-01,2017-06-12
"14141",2017-06-01,2017-07-05
"14143",2017-06-01,2017-06-15
"14144",2017-06-01,2017-06-01
"14145",2017-06-01,2017-06-01
"14146",2017-06-01,2017-07-25
"14147",2017-06-01,2017-07-15
"14148",2017-06-01,2017-06-01
"14149",2017-06-01,2017-06-01
"14150",2017-06-01,2017-06-02
"14151",2017-06-01,2017-06-01
"14152",2017-06-01,2017-06-17
"14153",2017-06-01,2017-06-15
"14155",2017-06-01,2017-07-07
"14156",2017-06-01,2017-06-01
"14157",2017-06-01,2017-06-19
"14158",2017-06-01,2017-06-07
"14159",2017-06-01,2017-06-01
"14160",2017-06-01,2017-08-01
"14161",2017-06-01,2017-07-01
"14162",2017-06-01,2017-06-09
"14164",2017-06-01,2017-06-01
"14165",2017-06-01,2017-06-29
"14166",2017-06-01,2017-06-16
"14169",2017-06-01,2017-06-11
"14171",2017-06-01,2017-07-01
"14173",2017-06-01,2017-06-01
"14174",2017-06-01,2017-06-08
"14175",2017-06-01,2017-06-07
"14176",2017-06-01,2017-08-15
"14177",2017-06-01,2017-06-24
"14178",2017-06-01,2017-06-15
"14179",2017-06-01,2017-06-02
"14180",2017-06-01,2017-07-17
"14181",2017-06-01,2017-06-01
"14182",2017-06-01,2017-07-31
"14183",2017-06-01,2017-06-01
"14184",2017-06-01,2017-06-01
"14185",2017-06-01,2017-06-13
"14186",2017-06-01,2017-08-01
"14187",2017-06-01,2017-08-01
"14189",2017-06-01,2017-06-07
"14191",2017-06-01,2017-06-15
"14193",2017-06-01,2017-08-01
"14196",2017-06-01,2017-06-05
"14197",2017-06-01,2017-06-21
"14198",2017-06-01,2017-06-01
"14199",2017-06-01,2017-08-12
"14200",2017-06-01,2017-06-01
"14201",2017-06-01,2017-06-01
"14202",2017-06-01,2017-06-01
"14204",2017-06-01,2017-06-14
"14205",2017-06-01,2017-06-01
"14207",2017-06-01,2017-06-05
"14208",2017-06-01,2017-06-08
"14209",2017-06-01,2017-06-05
"14210",2017-06-01,2017-06-08
"14211",2017-06-01,2017-07-19
"14212",2017-06-01,2017-06-15
"14213",2017-06-01,2017-06-16
"14214",2017-06-01,2017-06-14
"14215",2017-06-01,2017-06-05
"14216",2017-06-01,2017-06-13
